29.6522 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
29.6542 	INFO 	Loaded monitor calibration from ['2025_08_12 00:36']
29.7917 	INFO 	Using renderer 'Apple M1' for graphics
29.7917 	INFO 	OpenGL version supported by driver is 2..
29.8074 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x146bb6830>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x146bb6890>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x146bcba30>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(320.0), np.float64(150.0)], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
29.8074 	EXP 	window1: backgroundImage = ''
29.8074 	EXP 	window1: backgroundFit = 'none'
29.8280 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.8406 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.8532 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.8659 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.8787 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.8909 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9034 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9161 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9413 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9540 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9790 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9916 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0040 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0166 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0291 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0414 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0537 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0664 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0787 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0789 	DEBUG 	Uploading Texture Font fontname to graphics card
30.0826 	DEBUG 	Upload of Texture Font fontname complete
30.1001 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.1129 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.1256 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.1257 	DEBUG 	Uploading Texture Font fontname to graphics card
30.1278 	DEBUG 	Upload of Texture Font fontname complete
30.1292 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
30.1292 	EXP 	window1: recordFrameIntervals = False
30.2555 	EXP 	window1: recordFrameIntervals = True
31.0896 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

31.1252 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.1439 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.1597 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.1739 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.1873 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.2003 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.2127 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.2254 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.2382 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.2510 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.2512 	DEBUG 	Uploading Texture Font fontname to graphics card
31.2537 	DEBUG 	Upload of Texture Font fontname complete
31.7764 	INFO 	keyboard.Keyboard is using ptb backend.
31.9459 	INFO 	keyboard.Keyboard is using ptb backend.
31.9459 	EXP 	stroop task: status = STARTED
