stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,Instructions.started,instructions.started,Instructions.stopped,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,Thank_You_.started,thank_you.started,thank_you.stopped,Thank_You_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
75,0.5,2,92.30641887499951,,,,,92.29939245793503,92.30641887499951,92.79645812499803,92.79645812499803,92.80052004,93.08365633303765,93.38538687501568,left,-2,1,1,0.5859536660136655,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
76,0.5,1.5,93.39623375004157,,,,,93.38574020797387,93.39623375004157,93.88545974995941,93.88545974995941,93.88545974995941,94.18373091693502,94.54838425002526,right,1.5,1,1,0.661022458,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
77,0.5,1.5,94.55587020795792,,,,,94.54880604194477,94.55587020795792,95.04645820800215,95.04645820800215,95.05047087499406,95.33381125,95.79857504193205,left,-1.5,1,1,0.7420212080469355,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
78,0.5,1.5,95.80572375003248,,,,,95.79898358299397,95.80572375003248,96.29645050002728,96.29645050002728,96.30047787493095,96.58369679,96.81516666698735,right,1.5,1,1,0.5060288329841569,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
79,0.5,1,96.82237716694362,,,,,96.81557924998924,96.82237716694362,97.31321291695349,97.31321291695349,97.31835808302276,97.60094470798504,97.83538895798847,right,1,1,1,0.519141874,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
80,0.5,1,97.84640625002794,,,,,97.83580066694412,97.84640625002794,98.33469858299941,98.33469858299941,98.33469858299941,98.62997024995275,99.31571058300324,left,-1,1,1,0.9788020409177989,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
81,0.5,1,99.32367583294399,,,,,99.31621841702145,99.32367583294399,99.81341321,99.81341321,99.81766974995844,100.10049766697921,100.51958783296868,right,1,1,1,0.7040614580037072,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
82,0.5,1,100.52976958302315,,,,,100.52000150003005,100.52976958302315,101.01861529203597,101.01861529203597,101.01861529203597,101.31730445800349,101.93563887500204,right,1,1,1,0.9118929160758853,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
83,0.5,1,101.94647774996702,,,,,101.93599554197863,101.94647774996702,102.43452870799229,102.43452870799229,102.43452870799229,102.73022925003897,103.53213670803234,right,1,1,1,1.087852373952046,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
84,0.5,1,103.53911241702735,,,,,103.53258504194673,103.53911241702735,104.03020833292976,104.03020833292976,104.03418808302376,104.31724033295177,105.14859787502792,left,-1,0,0,1.113647458027117,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
85,0.5,1.5,105.15611400001217,,,,,105.14894074993208,105.15611400001217,105.64697324996814,105.64697324996814,105.65131674997974,105.93424808303826,106.66907591698691,left,-1.5,0,0,1.0175225409911945,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
86,0.5,2,106.6799641669495,,,,,106.66942695796024,106.6799641669495,107.16899775003549,107.16899775003549,107.16899775003549,107.46370012499392,107.7661737499293,right,2,1,1,0.588706958,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
87,0.5,2,107.7736578329932,,,,,107.76669258298352,107.7736578329932,108.26366516703274,108.26366516703274,108.26740629202686,108.55073383299168,108.8161787,right,2,1,1,0.5429912910331041,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
88,0.5,2,108.8242173329927,,,,,108.81669637502637,108.8242173329927,109.31367674993817,109.31367674993817,109.31774208298884,109.6011272079777,109.74964941700455,right,2,1,1,0.4239027069415897,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
89,0.5,1.5,109.75744404201396,,,,,109.7502019579988,109.75744404201396,110.24715429195203,110.24715429195203,110.25129183300305,110.53521795803681,110.9490114999935,left,-1.5,1,1,0.6995008739177138,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
90,0.5,1.5,110.95640641695354,,,,,110.94938954198733,110.95640641695354,111.4471343,111.4471343,111.45130312500987,111.73525516700465,112.06628708296921,right,1.5,1,1,0.6166581240249798,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
91,0.5,1.5,112.07366229197942,,,,,112.06678058300167,112.07366229197942,112.56371629203204,112.56371629203204,112.56748758303002,112.85106812498998,113.16580266703386,left,-1.5,1,1,0.5919068319490179,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
92,0.5,1,113.17294216703158,,,,,113.16623370803427,113.17294216703158,113.66390637494624,113.66390637494624,113.66812929196749,113.95098258298822,114.21655529201962,left,-1,1,1,0.5479184159776196,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
93,0.5,1,114.22419179196004,,,,,114.21705808292609,114.22419179196004,114.71390120801516,114.71390120801516,114.71798137493897,115.00131495797541,115.3832596669672,right,1,1,1,0.6556620409246534,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
94,0.5,1,115.39092970802449,,,,,115.38379441702273,115.39092970802449,115.88068299996667,115.88068299996667,115.88490062498022,116.16774491698015,117.09994716697838,right,1,1,1,1.2142335410462692,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
95,0.5,1,117.10768975003157,,,,,117.10034129198175,117.10768975003157,117.59719100000802,117.59719100000802,117.60122137493454,117.88464937498793,118.19919170800131,right,1,1,1,0.5986486239125952,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
96,0.5,1,118.20664874999784,,,,,118.19958120794035,118.20664874999784,118.69740425003693,118.69740425003693,118.70110824995209,118.98422045796178,119.78714354196563,right,1,1,1,1.086290081962943,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
97,0.5,1,119.79719554202165,,,,,119.7875563330017,119.79719554202165,120.2850897499593,120.2850897499593,120.2850897499593,120.58072962495498,120.97025174996816,right,1,1,1,0.680605749,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
98,0.5,1,120.98033920803573,,,,,120.97066875000019,120.98033920803573,121.47013720800169,121.47013720800169,121.47013720800169,121.76806587493047,121.81650479196105,right,1,1,1,0.3388115830020979,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
99,0.5,1,121.82392958295532,,,,,121.8170202919282,121.82392958295532,122.3141290829517,122.3141290829517,122.31823237496428,122.60115658293944,122.74958391697146,right,1,1,1,0.42140229092910886,,,,,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
,,,,,,,,,,,,,,,,,,,,122.74990583292674,122.75931754196063,124.75091504200827,124.74794441694394,414938,001,2025-09-03_08h55.14.096,adaptive_staircase,,2025.1.1,None,2025-09-03 08h55.16.497906 +0530
