reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
89,121,150,15,15,0,t,1.305963166989386,None,0,15,15,76,47.487225125019904,,47.47812070901273,47.487225125019904,48.469302875048015,48.469302875048015,48.48656024999218,49.777808792016,t,1.305963166989386,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
27,64,45,16,16,0,t,2.092913500033319,None,0,16,16,59,49.79326200002106,,49.78509004204534,49.79326200002106,50.777413959032856,50.777413959032856,50.78575775003992,52.87811791704735,t,2.092913500033319,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
27,50,21,17,17,0,t,1.8675372499856167,None,0,17,17,2,52.89386595902033,,52.88587625004584,52.89386595902033,53.876823291997425,53.876823291997425,53.886257000034675,55.74629091704264,t,1.8675372499856167,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
12,42,5,18,18,0,l,1.3569624590454623,None,0,18,18,21,55.757927917002235,,55.74986229202477,55.757927917002235,56.74444525002036,56.74444525002036,56.75258045899682,58.10478900000453,l,1.3569624590454623,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
91,143,3,19,19,0,l,1.2802826249971986,None,0,19,19,20,58.12184450001223,,58.11227595899254,58.12184450001223,59.103153834003024,59.103153834003024,59.11977874999866,60.38752483401913,l,1.2802826249971986,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
7,49,21,20,20,0,l,1.795078166993335,None,0,20,20,46,60.40403625002364,,60.39462945901323,60.40403625002364,61.37738950003404,61.37738950003404,61.393084625015035,63.17836108402116,l,1.795078166993335,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
25,53,14,21,21,0,t,1.8856751670246013,None,0,21,21,38,63.193316625023726,,63.18536916701123,63.193316625023726,64.17782658402575,64.17782658402575,64.18621549999807,66.07159308402333,t,1.8856751670246013,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
34,91,60,22,22,0,l,1.9518168339855038,None,0,22,22,61,66.08809750003275,,66.07932254200568,66.08809750003275,67.06967633403838,67.06967633403838,67.08689974999288,69.02850033401046,l,1.9518168339855038,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
24,69,150,23,23,0,t,1.7847893750295043,None,0,23,23,74,69.0424681250006,,69.0343852500082,69.0424681250006,70.0287812090246,70.0287812090246,70.03649491700344,71.82180825003888,t,1.7847893750295043,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
19,42,10,24,24,0,l,1.7016420420259237,None,0,24,24,35,71.83724929200253,,71.82840150000993,71.83724929200253,72.81990537501406,72.81990537501406,72.82662641699426,74.52954400004819,l,1.7016420420259237,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
73,85,3,25,25,0,l,2.2527176259900443,None,0,25,25,17,74.5440891670296,,74.53632524999557,74.5440891670296,75.52898904203903,75.52898904203903,75.53672154201195,77.78851508401567,l,2.2527176259900443,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
16,69,10,26,26,0,l,2.02682550100144,None,0,26,26,34,77.80414054199355,,77.79527445900021,77.80414054199355,78.78689616703195,78.78689616703195,78.7939203340211,80.8224119170336,l,2.02682550100144,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
90,112,3,27,27,0,l,1.3545257080113515,None,0,27,27,19,80.83776125003351,,80.82909745903453,80.83776125003351,81.82020154199563,81.82020154199563,81.82731533399783,83.17907816701336,l,1.3545257080113515,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
38,68,45,28,28,0,t,3.996826083981432,None,0,28,28,60,83.19455083401408,,83.18681345903315,83.19455083401408,84.17899491701974,84.17899491701974,84.18696116702631,88.17931720899651,t,3.996826083981432,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
67,75,119,29,29,0,t,3.509195833001286,None,0,29,29,5,88.19342962501105,,88.18568312504794,88.19342962501105,89.1789723749971,89.1789723749971,89.1870363340131,92.69588758400641,t,3.509195833001286,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
15,35,13,30,30,0,t,3.035472583025694,None,0,30,30,1,92.71001891704509,,92.70212695904775,92.71001891704509,93.6966924170265,93.6966924170265,93.70393241703277,96.7395501669962,t,3.035472583025694,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
36,51,120,31,31,0,t,1.3408014589804225,None,0,31,31,69,96.7546457920107,,96.74574608402327,96.7546457920107,97.73743462504353,97.73743462504353,97.74407729203813,99.08995620900532,t,1.3408014589804225,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
44,74,90,32,32,0,t,2.9067232919624075,None,0,32,32,65,99.10604849999072,,99.09715112502454,99.10604849999072,100.08755229203962,100.08755229203962,100.10446308401879,102.99653854203643,t,2.9067232919624075,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
13,66,7,33,33,0,l,2.203547917015385,None,0,33,33,31,103.01174841704778,,103.00394095899537,103.01174841704778,103.99681358400267,103.99681358400267,104.00433395901928,106.20650929200929,l,2.203547917015385,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
33,81,2,34,34,0,l,1.2159660829929635,None,0,34,34,11,106.22317750001093,,106.21438745904015,106.22317750001093,107.20442262501456,107.20442262501456,107.22163866704796,108.4230278750183,l,1.2159660829929635,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
44,64,21,35,35,0,t,3.1831112500512972,None,0,35,35,50,108.43900437501725,,108.43024729203898,108.43900437501725,109.42125854204642,109.42125854204642,109.43841724999947,112.60641800001031,t,3.1831112500512972,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
21,68,330,36,36,0,t,2.001799250021577,None,0,36,36,90,112.62280358403223,,112.61361462500645,112.62280358403223,113.60460550000425,113.60460550000425,113.62191941699712,115.61365204199683,t,2.001799250021577,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
40,74,3,37,37,0,l,1.0337220010114834,None,0,37,37,15,115.62809125002241,,115.62017558404477,115.62809125002241,116.60482629202306,116.60482629202306,116.62201766704675,117.64012400002684,l,1.0337220010114834,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
77,127,14,38,38,0,l,1.3212643330334686,None,0,38,38,43,117.65573650004808,,117.6470105840126,117.65573650004808,118.63822433404857,118.63822433404857,118.64499200001592,119.96386529202573,l,1.3212643330334686,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
59,77,14,39,39,0,t,1.6889338330365717,None,0,39,39,42,119.97880120901391,,119.97097075002966,119.97880120901391,120.96364720899146,120.96364720899146,120.97167362499749,122.65674408402992,t,1.6889338330365717,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
31,78,21,40,40,0,t,1.337414291978348,None,0,40,40,49,122.67241916700732,,122.6635985840112,122.67241916700732,123.65513341699261,123.65513341699261,123.6618795840186,124.99699354200857,t,1.337414291978348,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
38,94,180,41,41,0,t,1.5301844999776222,None,0,41,41,79,125.0113007920445,,125.0035605840385,125.0113007920445,125.98851591703715,125.98851591703715,126.00532454199856,127.52392320899526,t,1.5301844999776222,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
48,59,120,42,42,0,t,1.7288894170196727,None,0,42,42,70,127.5406117500388,,127.53137179202167,127.5406117500388,128.52188708400354,128.52188708400354,128.53873345901957,130.25758458400378,t,1.7288894170196727,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
40,55,62,43,43,0,t,1.1343594579957426,None,0,43,43,3,130.27492404199438,,130.26558929204475,130.27492404199438,131.2552813750226,131.2552813750226,131.27251370903105,132.39720341702923,t,1.1343594579957426,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
16,69,5,44,44,0,l,1.3060709579731338,None,0,44,44,23,132.41190350003308,,132.40398724999977,132.41190350003308,133.39679937501205,133.39679937501205,133.40530529199168,134.70730325003387,l,1.3060709579731338,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
59,101,90,45,45,0,t,2.3763697510003112,None,0,45,45,67,134.72207600000547,,134.71331704204204,134.72207600000547,135.70534916699398,135.70534916699398,135.71205954201287,138.09072712500347,t,2.3763697510003112,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
70,90,210,46,46,0,t,4.088942166999914,None,0,46,46,82,138.10608112503542,,138.09716666699387,138.10608112503542,139.08881074999226,139.08881074999226,139.09522975003347,143.1808354590321,t,4.088942166999914,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
36,55,60,47,47,0,t,5.033077376021538,None,0,47,47,62,143.19553158403141,,143.18770087504527,143.19553158403141,144.18083191703772,144.18083191703772,144.18902087502647,149.2246642090031,t,5.033077376021538,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
13,20,3,48,48,0,l,2.4554033339954913,None,0,48,48,13,149.2402887920034,,149.23129312501987,149.2402887920034,150.22261550003896,150.22261550003896,150.23985329200514,152.68185725004878,l,2.4554033339954913,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
56,64,120,49,49,0,t,3.30575645895442,None,0,49,49,71,152.69665820902446,,152.68881449999753,152.69665820902446,153.68144070904236,153.68144070904236,153.68942599999718,156.9910299589974,t,3.30575645895442,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
56,78,14,50,50,0,t,2.206787583010737,None,0,50,50,40,157.00639137503458,,156.9976574589964,157.00639137503458,157.9894839170156,157.9894839170156,157.99628812499577,160.19814212503843,t,2.206787583010737,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
49,60,89,51,51,0,t,2.1199640419799834,None,0,51,51,4,160.2136008340167,,160.20568345900392,160.2136008340167,161.1983147500432,161.1983147500432,161.20627612504177,163.3253255840391,t,2.1199640419799834,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
61,117,5,52,52,0,l,1.499310916988179,None,0,52,52,28,163.3565487920423,,163.33304708404467,163.3565487920423,164.32299979199888,164.32299979199888,164.3464627090143,165.8250997500145,l,1.499310916988179,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
15,74,5,53,53,0,l,1.44022266700631,None,0,53,53,22,165.8405250000069,,165.83167104201857,165.8405250000069,166.82314824999776,166.82314824999776,166.8298923340044,168.26523762504803,l,1.44022266700631,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
63,68,270,54,54,0,t,2.045701374998316,None,0,54,54,87,168.2792566670105,,168.27148566703545,168.2792566670105,169.26557312504156,169.26557312504156,169.2732159169973,171.3150547920377,t,2.045701374998316,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
56,68,21,55,55,0,t,1.8079418340348639,None,0,55,55,51,171.32954633404734,,171.32183191704098,171.32954633404734,172.3144911249983,172.3144911249983,172.32393512502313,174.12560729199322,t,1.8079418340348639,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
13,56,21,56,56,0,l,2.567880332993809,None,0,56,56,47,174.14268504199572,,174.1332862090203,174.14268504199572,175.1234821670223,175.1234821670223,175.14068983402103,177.69887066702358,l,2.567880332993809,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
57,74,5,57,57,0,l,1.3879572509904392,None,0,57,57,25,177.7134990420309,,177.70566845900612,177.7134990420309,178.6994409590261,178.6994409590261,178.7068648340064,180.0923935000319,l,1.3879572509904392,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
78,113,210,58,58,0,t,1.613825167005416,None,0,58,58,84,180.10730912501458,,180.0986930000363,180.10730912501458,181.09060491702985,181.09060491702985,181.09756399999605,182.70911150000757,t,1.613825167005416,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
66,103,10,59,59,0,l,1.8501120830187574,None,0,59,59,37,182.7249508340028,,182.71570287499344,182.7249508340028,183.7081976250047,183.7081976250047,183.72489633399528,185.5655999170267,l,1.8501120830187574,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
78,80,162,60,60,0,t,1.0261614170158282,None,0,60,60,6,185.57937508402392,,185.57134087500162,185.57937508402392,186.5654285000055,186.5654285000055,186.57445200002985,187.59947529202327,t,1.0261614170158282,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
88,137,150,61,61,0,t,1.309110125002917,None,0,61,61,75,187.6136974170222,,187.60556608403567,187.6136974170222,188.5983633750002,188.5983633750002,188.60742291703355,189.9154743750114,t,1.309110125002917,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
77,87,210,62,62,0,t,0.9063420830061659,None,0,62,62,83,189.92976725002518,,189.92143658403074,189.92976725002518,190.907204542018,190.907204542018,190.9249301670352,191.81608458404662,t,0.9063420830061659,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
14,53,270,63,63,0,t,1.6169360419735312,None,0,63,63,85,191.83051733404864,,191.8221328750369,191.83051733404864,192.8155382500263,192.8155382500263,192.8243391670403,194.44301529199583,t,1.6169360419735312,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
33,46,210,64,64,0,t,1.5015362499980256,None,0,64,64,81,194.45881104201544,,194.4495335840038,194.45881104201544,195.44104579201667,195.44104579201667,195.45782358403085,196.9504311250057,t,1.5015362499980256,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
11,57,1,65,65,0,l,1.3207914590020664,None,0,65,65,7,196.96484941703966,,196.9562612500158,196.96484941703966,197.94996962504229,197.94996962504229,197.95771354204044,199.27768579201074,l,1.3207914590020664,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
88,124,180,66,66,0,t,1.2404578339774162,None,0,66,66,80,199.2948328750208,,199.28599437500816,199.2948328750208,200.27424116700422,200.27424116700422,200.2914927499951,201.5162109170342,t,1.2404578339774162,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
77,115,30,67,67,0,t,2.1497432090109214,None,0,67,67,55,201.53032045904547,,201.52246291702613,201.53032045904547,202.5168782090186,202.5168782090186,202.52429608401144,204.6765935420408,t,2.1497432090109214,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
33,66,30,68,68,0,t,1.6813620000029914,None,0,68,68,54,204.6925919590285,,204.6831303749932,204.6925919590285,205.67442212504102,205.67442212504102,205.69170941703487,207.3601150420145,t,1.6813620000029914,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
5,34,180,69,69,0,t,1.587921333964914,None,0,69,69,77,207.37536958401324,,207.366164459032,207.37536958401324,208.35782299999846,208.35782299999846,208.36463662504684,209.9502247920027,t,1.587921333964914,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
92,131,60,70,70,0,t,1.8348813339835033,None,0,70,70,64,209.96457499999087,,209.95680129202083,209.96457499999087,210.95089041703613,210.95089041703613,210.95833512500394,212.79330604203278,t,1.8348813339835033,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
41,73,330,71,71,0,t,1.7424664170248434,None,0,71,71,94,212.80844925000565,,212.79965020902455,212.80844925000565,213.7913251669961,213.7913251669961,213.79786691704066,215.54372620902723,t,1.7424664170248434,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
29,52,2,72,72,0,l,1.1834184170002118,None,0,72,72,10,215.56053141702432,,215.5517546670162,215.56053141702432,216.54149554204196,216.54149554204196,216.55867291701725,217.72711516701384,l,1.1834184170002118,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
36,55,5,73,73,0,l,1.8389275840017945,None,0,73,73,24,217.74290079204366,,217.7341362920124,217.74290079204366,218.72495891700964,218.72495891700964,218.74214087502332,220.5668093340355,l,1.8389275840017945,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
10,57,45,74,74,0,t,1.3265192090184428,None,0,74,74,58,220.5833342090482,,220.574693209026,220.5833342090482,221.56634637503885,221.56634637503885,221.57506254204782,222.90057941700798,t,1.3265192090184428,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
79,131,2,75,75,0,l,1.2345685419859365,None,0,75,75,12,222.91616933402838,,222.90800137503538,222.91616933402838,223.90031487500528,223.90031487500528,223.908358375018,225.1440281670075,l,1.2345685419859365,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
81,115,30,76,76,0,t,2.3610864999936894,None,0,76,76,56,225.15961975004757,,225.15075441700174,225.15961975004757,226.14185733400518,226.14185733400518,226.1589065840235,228.51041166699724,t,2.3610864999936894,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
75,135,5,77,77,0,l,1.4205611249781214,None,0,77,77,30,228.52616562502226,,228.51723745901836,228.52616562502226,229.5084613340441,229.5084613340441,229.52577308402397,230.9346515420475,l,1.4205611249781214,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
67,73,90,78,78,0,t,1.6999161249841563,None,0,78,78,68,230.9502900840016,,230.9421411670046,230.9502900840016,231.9340629170183,231.9340629170183,231.94201654201606,233.64405150001403,t,1.6999161249841563,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
79,122,24,79,79,0,l,4.415188416955061,None,0,79,79,53,233.65991129202303,,233.650908584008,233.65991129202303,234.64205966703594,234.64205966703594,234.65932266699383,239.0612203340279,l,4.415188416955061,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
80,112,1,80,80,0,l,1.0732266249833629,None,0,80,80,9,239.07772983401082,,239.06898720900062,239.07772983401082,240.0589364170446,240.0589364170446,240.0761406670208,241.13355429202784,l,1.0732266249833629,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
48,70,14,81,81,0,l,1.6763689590152353,None,0,81,81,39,241.14903104200494,,241.14045574999182,241.14903104200494,242.12569075002102,242.12569075002102,242.1425188750145,243.81155212502927,l,1.6763689590152353,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
