thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,thankyou.started,text_2.started,text_2.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
52,0,52,[np.float64(0.47)],[np.float64(0.35555555555555557)],[1],[0],[0],[1.8816115410008933],['target'],52,0,52,0,106.62408145799418,,,,,10,106.61354974999267,106.62408145799418,106.62408145799418,0.017985625003348105,108.49521333299344,[np.float64(0.47)],[np.float64(0.35555555555555557)],[1],[0],[0],[1.8816115410008933],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
53,0,53,[np.float64(0.2544444444444444)],[np.float64(0.37333333333333335)],[1],[0],[0],[1.6153059170028428],['target'],53,0,53,0,108.52416016599454,,,,,10,108.51382808299968,108.52416016599454,108.52416016599454,0.01846037499490194,110.12918529099261,[np.float64(0.2544444444444444)],[np.float64(0.37333333333333335)],[1],[0],[0],[1.6153059170028428],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
54,0,54,[np.float64(0.3488888888888889)],[np.float64(0.1288888888888889)],[1],[0],[0],[1.2143989169999259],['target'],54,0,54,0,110.15842262499791,,,,,10,110.14809866600262,110.15842262499791,110.15842262499791,0.018759832993964665,111.36254966599518,[np.float64(0.3488888888888889)],[np.float64(0.1288888888888889)],[1],[0],[0],[1.2143989169999259],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
55,0,55,[np.float64(-0.19777777777777777)],[np.float64(0.19333333333333333)],[1],[0],[0],[1.180779166999855],['target'],55,0,55,0,111.39198279099946,,,,,10,111.38145099999383,111.39198279099946,111.39198279099946,0.018738291997578926,112.5622964159993,[np.float64(-0.19777777777777777)],[np.float64(0.19333333333333333)],[1],[0],[0],[1.180779166999855],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
56,0,56,[np.float64(0.04)],[np.float64(0.13)],[1],[0],[0],[1.106854833997204],['target'],56,0,56,0,112.58201549999649,,,,,5,112.57306020800024,112.58201549999649,112.58201549999649,0.010580250003840774,113.6799731249921,[np.float64(0.04)],[np.float64(0.13)],[1],[0],[0],[1.106854833997204],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
57,0,57,[np.float64(-0.16555555555555557)],[np.float64(0.19333333333333333)],[1],[0],[0],[1.9754991670051822],['target'],57,0,57,0,113.71615570799622,,,,,10,113.70360466599232,113.71615570799622,113.71615570799622,0.023488790990086272,115.67914779100101,[np.float64(-0.16555555555555557)],[np.float64(0.19333333333333333)],[1],[0],[0],[1.9754991670051822],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
58,0,58,[np.float64(-0.31333333333333335)],[np.float64(0.17666666666666667)],[1],[0],[0],[0.8555575840000529],['target'],58,0,58,0,115.69992220799031,,,,,5,115.69072858299478,115.69992220799031,115.69992220799031,0.011429375008447096,116.54634387500118,[np.float64(-0.31333333333333335)],[np.float64(0.17666666666666667)],[1],[0],[0],[0.8555575840000529],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
59,0,59,"[np.float64(-0.4822222222222222), np.float64(-0.4677777777777778)]","[np.float64(0.016666666666666666), np.float64(0.028888888888888888)]","[1, 1]","[0, 0]","[0, 0]","[1.0215852499968605, 1.5051451659965096]","[None, 'target']",59,0,59,0,116.63197808299446,,,,,5,116.6248668749904,116.63197808299446,116.63197808299446,0.07837395800743252,118.13007825000386,"[np.float64(-0.4822222222222222), np.float64(-0.4677777777777778)]","[np.float64(0.016666666666666666), np.float64(0.028888888888888888)]","[1, 1]","[0, 0]","[0, 0]","[1.0215852499968605, 1.5051451659965096]","[None, 'target']",,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
60,0,60,[np.float64(0.14777777777777779)],[np.float64(-0.2833333333333333)],[1],[0],[0],[2.1732787910004845],['target'],60,0,60,0,118.16944774999865,,,,,10,118.15634083299665,118.16944774999865,118.16944774999865,0.026065499987453222,120.32966241599934,[np.float64(0.14777777777777779)],[np.float64(-0.2833333333333333)],[1],[0],[0],[2.1732787910004845],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
61,0,61,[np.float64(0.4533333333333333)],[np.float64(-0.3022222222222222)],[1],[0],[0],[2.145983415990486],['target'],61,0,61,0,120.36011374999362,,,,,10,120.34939845799818,120.36011374999362,120.36011374999362,0.01958570900023915,122.49543199999607,[np.float64(0.4533333333333333)],[np.float64(-0.3022222222222222)],[1],[0],[0],[2.145983415990486],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
62,0,62,[np.float64(-0.21444444444444444)],[np.float64(0.40555555555555556)],[1],[0],[0],[1.9985947090026457],['target'],62,0,62,0,122.5245826659957,,,,,10,122.51385783299338,122.5245826659957,122.5245826659957,0.01827237498946488,124.51250199999777,[np.float64(-0.21444444444444444)],[np.float64(0.40555555555555556)],[1],[0],[0],[1.9985947090026457],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
63,0,63,[np.float64(-0.006666666666666667)],[np.float64(0.39222222222222225)],[1],[0],[0],[1.5405332090012962],['target'],63,0,63,0,124.53164512499643,,,,,5,124.52307862500311,124.53164512499643,124.53164512499643,0.010410457995021716,126.06368204099999,[np.float64(-0.006666666666666667)],[np.float64(0.39222222222222225)],[1],[0],[0],[1.5405332090012962],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
64,0,64,"[np.float64(-0.2733333333333333), np.float64(-0.2722222222222222), np.float64(-0.2644444444444444)]","[np.float64(-0.32666666666666666), np.float64(-0.32666666666666666), np.float64(-0.32666666666666666)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.368969916991773, 1.9179450419906061, 2.634302124992246]","[None, None, 'target']",64,0,64,0,126.0891748330032,,,,,5,126.07860195799731,126.0891748330032,126.0891748330032,0.01474199999938719,128.712968790991,"[np.float64(-0.2733333333333333), np.float64(-0.2722222222222222), np.float64(-0.2644444444444444)]","[np.float64(-0.32666666666666666), np.float64(-0.32666666666666666), np.float64(-0.32666666666666666)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.368969916991773, 1.9179450419906061, 2.634302124992246]","[None, None, 'target']",,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
65,0,65,[np.float64(-0.38)],[np.float64(-0.18222222222222223)],[1],[0],[0],[2.0395760829997016],['target'],65,0,65,0,128.75310862499464,,,,,10,128.7398592499958,128.75310862499464,128.75310862499464,0.02667758300958667,130.77947816599044,[np.float64(-0.38)],[np.float64(-0.18222222222222223)],[1],[0],[0],[2.0395760829997016],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
66,0,66,[np.float64(0.08)],[np.float64(-0.024444444444444446)],[1],[0],[0],[2.0979021249950165],['target'],66,0,66,0,130.80827449999924,,,,,10,130.79796316599823,130.80827449999924,130.80827449999924,0.018332874999032356,132.8959132500022,[np.float64(0.08)],[np.float64(-0.024444444444444446)],[1],[0],[0],[2.0979021249950165],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
67,0,67,[np.float64(-0.3)],[np.float64(-0.29555555555555557)],[1],[0],[0],[1.3901138750079554],['target'],67,0,67,0,132.91607291599212,,,,,5,132.9069327909965,132.91607291599212,132.91607291599212,0.010870250000152737,134.29711616599525,[np.float64(-0.3)],[np.float64(-0.29555555555555557)],[1],[0],[0],[1.3901138750079554],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
68,0,68,[np.float64(0.0811111111111111)],[np.float64(-0.45666666666666667)],[1],[0],[0],[1.257333125002333],['target'],68,0,68,0,134.33508195799368,,,,,10,134.32227612499264,134.33508195799368,134.33508195799368,0.024991665995912626,135.57965029099432,[np.float64(0.0811111111111111)],[np.float64(-0.45666666666666667)],[1],[0],[0],[1.257333125002333],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
69,0,69,[np.float64(0.42777777777777776)],[np.float64(0.04)],[1],[0],[0],[1.8733274580008583],['target'],69,0,69,0,135.5998847909941,,,,,5,135.59103108299314,135.5998847909941,135.5998847909941,0.0112269160017604,137.464441832999,[np.float64(0.42777777777777776)],[np.float64(0.04)],[1],[0],[0],[1.8733274580008583],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
70,0,70,[np.float64(-0.11)],[np.float64(-0.43666666666666665)],[1],[0],[0],[2.105876875008107],['target'],70,0,70,0,137.50371366599575,,,,,10,137.49062883299484,137.50371366599575,137.50371366599575,0.025971959010348655,139.59654570800194,[np.float64(-0.11)],[np.float64(-0.43666666666666665)],[1],[0],[0],[2.105876875008107],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
71,0,71,[np.float64(-0.49777777777777776)],[np.float64(0.23777777777777778)],[1],[0],[0],[1.9734855830029119],['target'],71,0,71,0,139.6156116249913,,,,,5,139.60738529099035,139.6156116249913,139.6156116249913,0.01066562499909196,141.58094245799293,[np.float64(-0.49777777777777776)],[np.float64(0.23777777777777778)],[1],[0],[0],[1.9734855830029119],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
72,0,72,[np.float64(-0.4477777777777778)],[np.float64(0.14)],[1],[0],[0],[0.9353260420029983],['target'],72,0,72,0,141.60479258299165,,,,,5,141.59492766599578,141.60479258299165,141.60479258299165,0.013793582998914644,142.5303213330044,[np.float64(-0.4477777777777778)],[np.float64(0.14)],[1],[0],[0],[0.9353260420029983],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
73,0,73,[np.float64(-0.43222222222222223)],[np.float64(0.3522222222222222)],[1],[0],[0],[2.375089499997557],['target'],73,0,73,0,142.56754287499643,,,,,10,142.55496312500327,142.56754287499643,142.56754287499643,0.024468749994412065,144.9300979999971,[np.float64(-0.43222222222222223)],[np.float64(0.3522222222222222)],[1],[0],[0],[2.375089499997557],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
74,0,74,[np.float64(0.057777777777777775)],[np.float64(0.37333333333333335)],[1],[0],[0],[1.428679792006733],['target'],74,0,74,0,144.9615720409929,,,,,10,144.95070612500422,144.9615720409929,144.9615720409929,0.020439375002752058,146.37943379099306,[np.float64(0.057777777777777775)],[np.float64(0.37333333333333335)],[1],[0],[0],[1.428679792006733],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
75,0,75,[np.float64(0.47555555555555556)],[np.float64(0.17888888888888888)],[1],[0],[0],[1.448674541010405],['target'],75,0,75,0,146.40831670799525,,,,,10,146.39818537500105,146.40831670799525,146.40831670799525,0.018603125005029142,147.84690991599928,[np.float64(0.47555555555555556)],[np.float64(0.17888888888888888)],[1],[0],[0],[1.448674541010405],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
76,0,76,[np.float64(0.4411111111111111)],[np.float64(-0.23222222222222222)],[1],[0],[0],[1.3640644580009393],['target'],76,0,76,0,147.87596999999369,,,,,10,147.86559262499213,147.87596999999369,147.87596999999369,0.018529707987909205,149.22970454099413,[np.float64(0.4411111111111111)],[np.float64(-0.23222222222222222)],[1],[0],[0],[1.3640644580009393],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
77,0,77,[np.float64(0.10222222222222223)],[np.float64(0.08444444444444445)],[1],[0],[0],[1.1907640830031596],['target'],77,0,77,0,149.24953854100022,,,,,5,149.24093066599744,149.24953854100022,149.24953854100022,0.011074791007558815,150.43177641599323,[np.float64(0.10222222222222223)],[np.float64(0.08444444444444445)],[1],[0],[0],[1.1907640830031596],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
78,0,78,[np.float64(0.027777777777777776)],[np.float64(0.17666666666666667)],[1],[0],[0],[1.3891686249990016],['target'],78,0,78,0,150.47105158299382,,,,,10,150.4578013749997,150.47105158299382,150.47105158299382,0.025831874998402782,151.8470159999997,[np.float64(0.027777777777777776)],[np.float64(0.17666666666666667)],[1],[0],[0],[1.3891686249990016],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
79,0,79,[np.float64(0.3566666666666667)],[np.float64(0.1922222222222222)],[1],[0],[0],[1.3906238339986885],['target'],79,0,79,0,151.8666541249986,,,,,5,151.85804274999828,151.8666541249986,151.8666541249986,0.01087645799270831,153.24873158299306,[np.float64(0.3566666666666667)],[np.float64(0.1922222222222222)],[1],[0],[0],[1.3906238339986885],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
80,0,80,[np.float64(-0.45)],[np.float64(0.3088888888888889)],[1],[0],[0],[1.805395208997652],['target'],80,0,80,0,153.28800387500087,,,,,10,153.27471412500017,153.28800387500087,153.28800387500087,0.025790542000322603,155.08014554099645,[np.float64(-0.45)],[np.float64(0.3088888888888889)],[1],[0],[0],[1.805395208997652],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
81,0,81,[np.float64(-0.4177777777777778)],[np.float64(-0.24333333333333335)],[1],[0],[0],[1.4735932079929626],['target'],81,0,81,0,155.09846229100367,,,,,5,155.09056783300184,155.09846229100367,155.09846229100367,0.010292334001860581,156.5642332080024,[np.float64(-0.4177777777777778)],[np.float64(-0.24333333333333335)],[1],[0],[0],[1.4735932079929626],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
82,0,82,[np.float64(-0.45)],[np.float64(0.26)],[1],[0],[0],[1.16975270799594],['target'],82,0,82,0,156.58801141599542,,,,,5,156.5781556659931,156.58801141599542,156.58801141599542,0.01375766699493397,157.74797299999045,[np.float64(-0.45)],[np.float64(0.26)],[1],[0],[0],[1.16975270799594],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
83,0,83,[np.float64(0.21666666666666667)],[np.float64(-0.29)],[1],[0],[0],[1.5085439170070458],['target'],83,0,83,0,157.78471150000405,,,,,10,157.77183787499962,157.78471150000405,157.78471150000405,0.023698666991549544,159.28042708299472,[np.float64(0.21666666666666667)],[np.float64(-0.29)],[1],[0],[0],[1.5085439170070458],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
84,0,84,[np.float64(0.23444444444444446)],[np.float64(0.016666666666666666)],[1],[0],[0],[1.1134268329915358],['target'],84,0,84,0,159.311021290996,,,,,10,159.30016766599147,159.311021290996,159.311021290996,0.019586541995522566,160.4136417080008,[np.float64(0.23444444444444446)],[np.float64(0.016666666666666666)],[1],[0],[0],[1.1134268329915358],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
85,0,85,[np.float64(-0.4711111111111111)],[np.float64(-0.3622222222222222)],[1],[0],[0],[1.5232424999994691],['target'],85,0,85,0,160.43196370800433,,,,,5,160.42406687499897,160.43196370800433,160.43196370800433,0.010274166997987777,161.9473777499952,[np.float64(-0.4711111111111111)],[np.float64(-0.3622222222222222)],[1],[0],[0],[1.5232424999994691],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
86,0,86,[np.float64(0.17888888888888888)],[np.float64(0.09888888888888889)],[1],[0],[0],[1.4374323329975596],['target'],86,0,86,0,161.97106075000193,,,,,5,161.9606352080009,161.97106075000193,161.97106075000193,0.013092959008645266,163.39813208299165,[np.float64(0.17888888888888888)],[np.float64(0.09888888888888889)],[1],[0],[0],[1.4374323329975596],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
87,0,87,[np.float64(0.06111111111111111)],[np.float64(0.14222222222222222)],[1],[0],[0],[1.4918013749993406],['target'],87,0,87,0,163.433888457992,,,,,10,163.42134645799524,163.433888457992,163.433888457992,0.02305170800536871,164.91319337500317,[np.float64(0.06111111111111111)],[np.float64(0.14222222222222222)],[1],[0],[0],[1.4918013749993406],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
88,0,88,[np.float64(-0.22666666666666666)],[np.float64(-0.47888888888888886)],[1],[0],[0],[1.4411717500042869],['target'],88,0,88,0,164.93049733299995,,,,,5,164.92279237500043,164.93049733299995,164.93049733299995,0.009447791002457961,166.36403266599518,[np.float64(-0.22666666666666666)],[np.float64(-0.47888888888888886)],[1],[0],[0],[1.4411717500042869],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
89,0,89,[np.float64(-0.3933333333333333)],[np.float64(0.09666666666666666)],[1],[0],[0],[1.4092607500060694],['target'],89,0,89,0,166.4003548329929,,,,,10,166.387847082995,166.4003548329929,166.4003548329929,0.023649707989534363,167.79715216599288,[np.float64(-0.3933333333333333)],[np.float64(0.09666666666666666)],[1],[0],[0],[1.4092607500060694],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
90,0,90,[np.float64(-0.14333333333333334)],[np.float64(-0.2788888888888889)],[1],[0],[0],[1.0893833750014892],['target'],90,0,90,0,167.818169457998,,,,,5,167.80845879099797,167.818169457998,167.818169457998,0.011157375003676862,168.89791004099243,[np.float64(-0.14333333333333334)],[np.float64(-0.2788888888888889)],[1],[0],[0],[1.0893833750014892],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
91,0,91,[np.float64(0.13666666666666666)],[np.float64(-0.06555555555555556)],[1],[0],[0],[1.1359377920016414],['target'],91,0,91,0,168.9218533749954,,,,,5,168.91197891600314,168.9218533749954,168.9218533749954,0.013908167005865835,170.0479784999916,[np.float64(0.13666666666666666)],[np.float64(-0.06555555555555556)],[1],[0],[0],[1.1359377920016414],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
92,0,92,[np.float64(0.4955555555555556)],[np.float64(0.02)],[1],[0],[0],[1.4017017499863869],['target'],92,0,92,0,170.07287720800377,,,,,5,170.06267862499226,170.07287720800377,170.07287720800377,0.014539875002810732,171.4644431659981,[np.float64(0.4955555555555556)],[np.float64(0.02)],[1],[0],[0],[1.4017017499863869],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
93,0,93,[np.float64(-0.021111111111111112)],[np.float64(0.20222222222222222)],[1],[0],[0],[2.441483458998846],['target'],93,0,93,0,171.502090665992,,,,,10,171.48925737499667,171.502090665992,171.502090665992,0.024650291990838014,173.9307801660034,[np.float64(-0.021111111111111112)],[np.float64(0.20222222222222222)],[1],[0],[0],[2.441483458998846],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
94,0,94,[np.float64(-0.31)],[np.float64(-0.21888888888888888)],[1],[0],[0],[2.4316350419976516],['target'],94,0,94,0,173.95944720799162,,,,,10,173.9492826249916,173.95944720799162,173.95944720799162,0.01836500001081731,176.38096883299295,[np.float64(-0.31)],[np.float64(-0.21888888888888888)],[1],[0],[0],[2.4316350419976516],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
95,0,95,[np.float64(0.08888888888888889)],[np.float64(-0.14888888888888888)],[1],[0],[0],[2.9139824169978965],['target'],95,0,95,0,176.41092466599366,,,,,10,176.40015716600465,176.41092466599366,176.41092466599366,0.019038582991925068,179.3141897500027,[np.float64(0.08888888888888889)],[np.float64(-0.14888888888888888)],[1],[0],[0],[2.9139824169978965],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
96,0,96,[np.float64(0.12555555555555556)],[np.float64(0.4411111111111111)],[1],[0],[0],[1.8397640000039246],['target'],96,0,96,0,179.33308029099135,,,,,5,179.32492050000292,179.33308029099135,179.33308029099135,0.01058079200447537,181.1647542080027,[np.float64(0.12555555555555556)],[np.float64(0.4411111111111111)],[1],[0],[0],[1.8397640000039246],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
97,0,97,[np.float64(-0.2222222222222222)],[np.float64(-0.09444444444444444)],[1],[0],[0],[1.2030898340017302],['target'],97,0,97,0,181.1880924159923,,,,,5,181.17795029099216,181.1880924159923,181.1880924159923,0.01300945800903719,182.38110308299656,[np.float64(-0.2222222222222222)],[np.float64(-0.09444444444444444)],[1],[0],[0],[1.2030898340017302],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
98,0,98,[np.float64(0.23333333333333334)],[np.float64(-0.16444444444444445)],[1],[0],[0],[1.2759460829984164],['target'],98,0,98,0,182.41728833300294,,,,,10,182.4048817909934,182.41728833300294,182.41728833300294,0.02361249999376014,183.68087229099183,[np.float64(0.23333333333333334)],[np.float64(-0.16444444444444445)],[1],[0],[0],[1.2759460829984164],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
99,0,99,[np.float64(-0.056666666666666664)],[np.float64(0.4911111111111111)],[1],[0],[0],[1.6065109579940327],['target'],99,0,99,0,183.70188333299302,,,,,5,183.69227724999655,183.70188333299302,183.70188333299302,0.011258334008743986,185.29885624999588,[np.float64(-0.056666666666666664)],[np.float64(0.4911111111111111)],[1],[0],[0],[1.6065109579940327],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
100,0,100,[np.float64(-0.31666666666666665)],[np.float64(0.17666666666666667)],[1],[0],[0],[1.0349626670067664],['target'],100,0,100,0,185.32361445800052,,,,,5,185.3130569999921,185.32361445800052,185.32361445800052,0.014038374996744096,186.34808333299588,[np.float64(-0.31666666666666665)],[np.float64(0.17666666666666667)],[1],[0],[0],[1.0349626670067664],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
101,0,101,[np.float64(0.34)],[np.float64(0.17666666666666667)],[1],[0],[0],[2.390146874997299],['target'],101,0,101,0,186.38715549999324,,,,,10,186.37417466599436,186.38715549999324,186.38715549999324,0.025927749986294657,188.76435924999532,[np.float64(0.34)],[np.float64(0.17666666666666667)],[1],[0],[0],[2.390146874997299],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
102,0,102,[np.float64(0.01888888888888889)],[np.float64(-0.016666666666666666)],[1],[0],[0],[1.2402583329967456],['target'],102,0,102,0,188.78378370800056,,,,,5,188.7751854579983,188.78378370800056,188.78378370800056,0.010675375000573695,190.01551408300293,[np.float64(0.01888888888888889)],[np.float64(-0.016666666666666666)],[1],[0],[0],[1.2402583329967456],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
103,0,103,[np.float64(0.38666666666666666)],[np.float64(-0.09888888888888889)],[1],[0],[0],[2.402962958003627],['target'],103,0,103,0,190.0396545830008,,,,,5,190.02932074999262,190.0396545830008,190.0396545830008,0.013638332995469682,192.4323522909981,[np.float64(0.38666666666666666)],[np.float64(-0.09888888888888889)],[1],[0],[0],[2.402962958003627],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
104,0,104,[np.float64(0.39666666666666667)],[np.float64(0.2588888888888889)],[1],[0],[0],[2.651202708002529],['target'],104,0,104,0,192.4574843750015,,,,,5,192.4472388330032,192.4574843750015,192.4574843750015,0.014724082997418009,195.09850262499822,[np.float64(0.39666666666666667)],[np.float64(0.2588888888888889)],[1],[0],[0],[2.651202708002529],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
105,0,105,[np.float64(-0.3688888888888889)],[np.float64(0.20555555555555555)],[1],[0],[0],[1.6568098749994533],['target'],105,0,105,0,195.13755124999443,,,,,10,195.124424833004,195.13755124999443,195.13755124999443,0.025759542011655867,196.78127487500024,[np.float64(-0.3688888888888889)],[np.float64(0.20555555555555555)],[1],[0],[0],[1.6568098749994533],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
