thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,thankyou.started,text_2.started,text_2.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,0,9,"[np.float64(-0.16666666666666666), np.float64(-0.18333333333333332)]","[np.float64(-0.42), np.float64(-0.41888888888888887)]","[1, 1]","[0, 0]","[0, 0]","[1.4671664999914356, 1.8828555829968536]","[None, 'target']",9,0,9,0,16.235647875000723,,,,,5,16.22537737499806,16.235647875000723,16.235647875000723,0.01532987499376759,18.108289499999955,"[np.float64(-0.16666666666666666), np.float64(-0.18333333333333332)]","[np.float64(-0.42), np.float64(-0.41888888888888887)]","[1, 1]","[0, 0]","[0, 0]","[1.4671664999914356, 1.8828555829968536]","[None, 'target']",,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
10,0,10,[np.float64(0.10333333333333333)],[np.float64(0.43555555555555553)],[1],[0],[0],[2.590610667000874],['target'],10,0,10,0,18.147608250001213,,,,,10,18.135120416001882,18.147608250001213,18.147608250001213,0.02663395799754653,20.72577237499354,[np.float64(0.10333333333333333)],[np.float64(0.43555555555555553)],[1],[0],[0],[2.590610667000874],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
11,0,11,[np.float64(0.43555555555555553)],[np.float64(0.1322222222222222)],[1],[0],[0],[1.272390792000806],['target'],11,0,11,0,20.746363083002507,,,,,5,20.73738391599909,20.746363083002507,20.746363083002507,0.011457332991994917,22.009842125000432,[np.float64(0.43555555555555553)],[np.float64(0.1322222222222222)],[1],[0],[0],[1.272390792000806],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
12,0,12,[np.float64(-0.16666666666666666)],[np.float64(0.18777777777777777)],[1],[0],[0],[2.4579315410082927],['target'],12,0,12,0,22.047447582997847,,,,,10,22.034865499997977,22.047447582997847,22.047447582997847,0.02485716600494925,24.492848041001707,[np.float64(-0.16666666666666666)],[np.float64(0.18777777777777777)],[1],[0],[0],[2.4579315410082927],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
13,0,13,[np.float64(-0.04555555555555556)],[np.float64(0.25555555555555554)],[1],[0],[0],[1.9777241249976214],['target'],13,0,13,0,24.5270882909972,,,,,10,24.515435583001818,24.5270882909972,24.5270882909972,0.02241229100036435,26.493218082992826,[np.float64(-0.04555555555555556)],[np.float64(0.25555555555555554)],[1],[0],[0],[1.9777241249976214],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
14,0,14,[np.float64(-0.48333333333333334)],[np.float64(0.0033333333333333335)],[1],[0],[0],[2.70976262500335],['target'],14,0,14,0,26.528548000002047,,,,,10,26.516381082998123,26.528548000002047,26.528548000002047,0.02298183301172685,29.22619187500095,[np.float64(-0.48333333333333334)],[np.float64(0.0033333333333333335)],[1],[0],[0],[2.70976262500335],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
15,0,15,[np.float64(-0.2922222222222222)],[np.float64(0.39666666666666667)],[1],[0],[0],[2.330856791988481],['target'],15,0,15,0,29.255905124999117,,,,,10,29.245442790997913,29.255905124999117,29.255905124999117,0.019090834000962786,31.5763501659967,[np.float64(-0.2922222222222222)],[np.float64(0.39666666666666667)],[1],[0],[0],[2.330856791988481],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
16,0,16,[np.float64(-0.33555555555555555)],[np.float64(0.37666666666666665)],[1],[0],[0],[2.373639750003349],['target'],16,0,16,0,31.595321749991854,,,,,5,31.5870774579962,31.595321749991854,31.595321749991854,0.010571209000772797,33.960788583004614,[np.float64(-0.33555555555555555)],[np.float64(0.37666666666666665)],[1],[0],[0],[2.373639750003349],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
17,0,17,[np.float64(-0.4222222222222222)],[np.float64(-0.31444444444444447)],[1],[0],[0],[1.5177997079881607],['target'],17,0,17,0,33.98619304099702,,,,,5,33.97586749999027,33.98619304099702,33.98619304099702,0.014908291006577201,35.4937334159913,[np.float64(-0.4222222222222222)],[np.float64(-0.31444444444444447)],[1],[0],[0],[1.5177997079881607],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
18,0,18,[np.float64(-0.14333333333333334)],[np.float64(0.12)],[1],[0],[0],[2.656582041992806],['target'],18,0,18,0,35.533021540992195,,,,,10,35.52020425000228,35.533021540992195,35.533021540992195,0.026303958002245054,38.176838457991835,[np.float64(-0.14333333333333334)],[np.float64(0.12)],[1],[0],[0],[2.656582041992806],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
19,0,19,[np.float64(-0.40444444444444444)],[np.float64(0.11777777777777777)],[1],[0],[0],[2.627009417003137],['target'],19,0,19,0,38.21132183299051,,,,,10,38.19931854099559,38.21132183299051,38.21132183299051,0.022302625002339482,40.82637337499182,[np.float64(-0.40444444444444444)],[np.float64(0.11777777777777777)],[1],[0],[0],[2.627009417003137],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
20,0,20,[np.float64(-0.024444444444444446)],[np.float64(-0.1688888888888889)],[1],[0],[0],[0.8734248339897022],['target'],20,0,20,0,40.84720904099231,,,,,5,40.83767133299261,40.84720904099231,40.84720904099231,0.011147041004733182,41.711165582994,[np.float64(-0.024444444444444446)],[np.float64(-0.1688888888888889)],[1],[0],[0],[0.8734248339897022],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
21,0,21,[np.float64(-0.11333333333333333)],[np.float64(0.13444444444444445)],[1],[0],[0],[0.9179781250131782],['target'],21,0,21,0,41.73520295799244,,,,,5,41.72567062500457,41.73520295799244,41.73520295799244,0.01434200000949204,42.64371320800274,[np.float64(-0.11333333333333333)],[np.float64(0.13444444444444445)],[1],[0],[0],[0.9179781250131782],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
22,0,22,[np.float64(0.03666666666666667)],[np.float64(-0.05444444444444444)],[1],[0],[0],[1.0521627080015605],['target'],22,0,22,0,42.66827320799348,,,,,5,42.658334291001665,42.66827320799348,42.66827320799348,0.014460375008638948,43.71056233299896,[np.float64(0.03666666666666667)],[np.float64(-0.05444444444444444)],[1],[0],[0],[1.0521627080015605],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
23,0,23,[np.float64(-0.23777777777777778)],[np.float64(-0.4088888888888889)],[1],[0],[0],[2.6064397909940453],['target'],23,0,23,0,43.74943866599642,,,,,10,43.73667879099958,43.74943866599642,43.74943866599642,0.02595195799949579,46.34315591599443,[np.float64(-0.23777777777777778)],[np.float64(-0.4088888888888889)],[1],[0],[0],[2.6064397909940453],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
24,0,24,[np.float64(-0.02)],[np.float64(0.024444444444444446)],[1],[0],[0],[1.5569036249944475],['target'],24,0,24,0,46.361341707990505,,,,,5,46.35357700000168,46.361341707990505,46.361341707990505,0.010285541997291148,47.91054974999861,[np.float64(-0.02)],[np.float64(0.024444444444444446)],[1],[0],[0],[1.5569036249944475],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
25,0,25,[np.float64(0.30666666666666664)],[np.float64(0.32666666666666666)],[1],[0],[0],[2.39221516699763],['target'],25,0,25,0,47.947345790991676,,,,,10,47.934811665996676,47.947345790991676,47.947345790991676,0.024092583000310697,50.32706662500277,[np.float64(0.30666666666666664)],[np.float64(0.32666666666666666)],[1],[0],[0],[2.39221516699763],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
26,0,26,[np.float64(0.4177777777777778)],[np.float64(-0.4711111111111111)],[1],[0],[0],[2.0405492080026306],['target'],26,0,26,0,50.34531833299843,,,,,5,50.33757066600083,50.34531833299843,50.34531833299843,0.01036204099364113,52.37819145800313,[np.float64(0.4177777777777778)],[np.float64(-0.4711111111111111)],[1],[0],[0],[2.0405492080026306],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
27,0,27,[np.float64(0.11444444444444445)],[np.float64(0.21444444444444444)],[1],[0],[0],[1.951053791999584],['target'],27,0,27,0,52.40328316600062,,,,,5,52.39310058299452,52.40328316600062,52.40328316600062,0.014741167004103772,54.34423550000065,[np.float64(0.11444444444444445)],[np.float64(0.21444444444444444)],[1],[0],[0],[1.951053791999584],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
28,0,28,[np.float64(-0.11666666666666667)],[np.float64(-0.10333333333333333)],[1],[0],[0],[1.5518773329968099],['target'],28,0,28,0,54.3705526249978,,,,,5,54.35952179100423,54.3705526249978,54.3705526249978,0.015083249993040226,55.91146099999605,[np.float64(-0.11666666666666667)],[np.float64(-0.10333333333333333)],[1],[0],[0],[1.5518773329968099],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
29,0,29,[np.float64(0.31666666666666665)],[np.float64(0.22111111111111112)],[1],[0],[0],[1.2893405000068014],['target'],29,0,29,0,55.95023016599589,,,,,10,55.937822416002746,55.95023016599589,55.95023016599589,0.02619545800553169,57.227192874997854,[np.float64(0.31666666666666665)],[np.float64(0.22111111111111112)],[1],[0],[0],[1.2893405000068014],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
30,0,30,[np.float64(0.4722222222222222)],[np.float64(-0.3377777777777778)],[1],[0],[0],[1.3311293750011828],['target'],30,0,30,0,57.255952040999546,,,,,10,57.24590700000408,57.255952040999546,57.255952040999546,0.018562375000328757,58.577088207995985,[np.float64(0.4722222222222222)],[np.float64(-0.3377777777777778)],[1],[0],[0],[1.3311293750011828],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
31,0,31,[np.float64(-0.32555555555555554)],[np.float64(0.4988888888888889)],[1],[0],[0],[2.364808374986751],['target'],31,0,31,0,58.606869249997544,,,,,10,58.5961870829924,58.606869249997544,58.606869249997544,0.018930417005321942,60.96104620800179,[np.float64(-0.32555555555555554)],[np.float64(0.4988888888888889)],[1],[0],[0],[2.364808374986751],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
32,0,32,[np.float64(0.06)],[np.float64(0.09555555555555556)],[1],[0],[0],[1.379339291001088],['target'],32,0,32,0,60.99212312500458,,,,,10,60.981221207999624,60.99212312500458,60.99212312500458,0.02002095800708048,62.36061720800353,[np.float64(0.06)],[np.float64(0.09555555555555556)],[1],[0],[0],[1.379339291001088],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
33,0,33,[np.float64(-0.4666666666666667)],[np.float64(0.2544444444444444)],[1],[0],[0],[2.024247124994872],['target'],33,0,33,0,62.378727832998266,,,,,5,62.370706165995216,62.378727832998266,62.378727832998266,0.009941249998519197,64.39502370799892,[np.float64(-0.4666666666666667)],[np.float64(0.2544444444444444)],[1],[0],[0],[2.024247124994872],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
34,0,34,"[np.float64(-0.10222222222222223), np.float64(-0.09444444444444444)]","[np.float64(0.02666666666666667), np.float64(0.03222222222222222)]","[1, 1]","[0, 0]","[0, 0]","[1.3691095420072088, 2.0022016250004526]","[None, 'target']",34,0,34,0,64.41933262499515,,,,,5,64.40891362499679,64.41933262499515,64.41933262499515,0.013728540987358429,66.41118016600376,"[np.float64(-0.10222222222222223), np.float64(-0.09444444444444444)]","[np.float64(0.02666666666666667), np.float64(0.03222222222222222)]","[1, 1]","[0, 0]","[0, 0]","[1.3691095420072088, 2.0022016250004526]","[None, 'target']",,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
35,0,35,[np.float64(0.22333333333333333)],[np.float64(-0.04888888888888889)],[1],[0],[0],[2.1356467500008876],['target'],35,0,35,0,66.43688220799959,,,,,5,66.42601724999258,66.43688220799959,66.43688220799959,0.014642416994320229,68.56174262499553,[np.float64(0.22333333333333333)],[np.float64(-0.04888888888888889)],[1],[0],[0],[2.1356467500008876],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
36,0,36,[np.float64(0.2777777777777778)],[np.float64(0.23222222222222222)],[1],[0],[0],[1.2681337079993682],['target'],36,0,36,0,68.58759574999567,,,,,5,68.57721254100034,68.58759574999567,68.58759574999567,0.015268208007910289,69.84540220799681,[np.float64(0.2777777777777778)],[np.float64(0.23222222222222222)],[1],[0],[0],[1.2681337079993682],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
37,0,37,[np.float64(0.29777777777777775)],[np.float64(-0.09)],[1],[0],[0],[1.5687654579960508],['target'],37,0,37,0,69.87081429100363,,,,,5,69.86035520800215,69.87081429100363,69.87081429100363,0.014788125001359731,71.42918508299044,[np.float64(0.29777777777777775)],[np.float64(-0.09)],[1],[0],[0],[1.5687654579960508],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
38,0,38,[np.float64(-0.008888888888888889)],[np.float64(0.20222222222222222)],[1],[0],[0],[2.617945209000027],['target'],38,0,38,0,71.45443333299772,,,,,5,71.44403541600332,71.45443333299772,71.45443333299772,0.014685290996567346,74.06206270799157,[np.float64(-0.008888888888888889)],[np.float64(0.20222222222222222)],[1],[0],[0],[2.617945209000027],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
39,0,39,[np.float64(0.14888888888888888)],[np.float64(-0.32222222222222224)],[1],[0],[0],[3.9890969169937307],['target'],39,0,39,0,74.10210562500288,,,,,10,74.08876683299604,74.10210562500288,74.10210562500288,0.02650266700948123,78.0779082079971,[np.float64(0.14888888888888888)],[np.float64(-0.32222222222222224)],[1],[0],[0],[3.9890969169937307],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
40,0,40,[np.float64(-0.18666666666666668)],[np.float64(-0.43)],[1],[0],[0],[4.713244375001523],['target'],40,0,40,0,78.10934437499964,,,,,10,78.09840579099546,78.10934437499964,78.10934437499964,0.02034674999595154,82.81170108300284,[np.float64(-0.18666666666666668)],[np.float64(-0.43)],[1],[0],[0],[4.713244375001523],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
41,0,41,[np.float64(-0.18666666666666668)],[np.float64(-0.42444444444444446)],[1],[0],[0],[4.4140009169932455],['target'],41,0,41,0,82.8418229999952,,,,,10,82.83103941599256,82.8418229999952,82.8418229999952,0.01918045899947174,87.24509241599299,[np.float64(-0.18666666666666668)],[np.float64(-0.42444444444444446)],[1],[0],[0],[4.4140009169932455],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
42,0,42,[np.float64(-0.3611111111111111)],[np.float64(-0.016666666666666666)],[1],[0],[0],[3.314678124996135],['target'],42,0,42,0,87.27397399999609,,,,,10,87.26379949999682,87.27397399999609,87.27397399999609,0.01854937500320375,90.57853041599446,[np.float64(-0.3611111111111111)],[np.float64(-0.016666666666666666)],[1],[0],[0],[3.314678124996135],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
43,0,43,[np.float64(0.14888888888888888)],[np.float64(-0.16333333333333333)],[1],[0],[0],[2.614372041003662],['target'],43,0,43,0,90.60805158299627,,,,,10,90.5976457910001,90.60805158299627,90.60805158299627,0.018960000001243316,93.21206866599096,[np.float64(0.14888888888888888)],[np.float64(-0.16333333333333333)],[1],[0],[0],[2.614372041003662],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
44,0,44,"[np.float64(-0.35777777777777775), np.float64(-0.3477777777777778)]","[np.float64(0.2477777777777778), np.float64(0.2611111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.5230992080032593, 2.0722764160018414]","[None, 'target']",44,0,44,0,93.23131245799595,,,,,5,93.22270899999421,93.23131245799595,93.23131245799595,0.01048508399981074,95.29505316600262,"[np.float64(-0.35777777777777775), np.float64(-0.3477777777777778)]","[np.float64(0.2477777777777778), np.float64(0.2611111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.5230992080032593, 2.0722764160018414]","[None, 'target']",,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
45,0,45,[np.float64(-0.044444444444444446)],[np.float64(-0.21222222222222223)],[1],[0],[0],[1.2852664579986595],['target'],45,0,45,0,95.32042399999045,,,,,5,95.31002883300243,95.32042399999045,95.32042399999045,0.01478179199330043,96.59535883300123,[np.float64(-0.044444444444444446)],[np.float64(-0.21222222222222223)],[1],[0],[0],[1.2852664579986595],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
46,0,46,[np.float64(0.4022222222222222)],[np.float64(0.12666666666666668)],[1],[0],[0],[2.8580437499913387],['target'],46,0,46,0,96.63304191599309,,,,,10,96.62030266599322,96.63304191599309,96.63304191599309,0.0247764170053415,99.47839233299601,[np.float64(0.4022222222222222)],[np.float64(0.12666666666666668)],[1],[0],[0],[2.8580437499913387],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
47,0,47,[np.float64(0.011111111111111112)],[np.float64(-0.17)],[1],[0],[0],[1.1565321670059348],['target'],47,0,47,0,99.49720558300032,,,,,5,99.48897054100235,99.49720558300032,99.49720558300032,0.010423416999401525,100.64556074999564,[np.float64(0.011111111111111112)],[np.float64(-0.17)],[1],[0],[0],[1.1565321670059348],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
48,0,48,[np.float64(0.2411111111111111)],[np.float64(0.01)],[1],[0],[0],[1.2374922079907265],['target'],48,0,48,0,100.6686469159904,,,,,5,100.65827674999309,100.6686469159904,100.6686469159904,0.012577749992487952,101.89585145800083,[np.float64(0.2411111111111111)],[np.float64(0.01)],[1],[0],[0],[1.2374922079907265],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
49,0,49,[np.float64(0.3977777777777778)],[np.float64(0.005555555555555556)],[1],[0],[0],[1.251591667009052],['target'],49,0,49,0,101.92227704099787,,,,,5,101.91125362500316,101.92227704099787,101.92227704099787,0.015200082998489961,103.16290466599457,[np.float64(0.3977777777777778)],[np.float64(0.005555555555555556)],[1],[0],[0],[1.251591667009052],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
50,0,50,[np.float64(0.1811111111111111)],[np.float64(-0.19444444444444445)],[1],[0],[0],[1.319103375004488],['target'],50,0,50,0,103.18825799999468,,,,,5,103.17740729099023,103.18825799999468,103.18825799999468,0.014340708003146574,104.4965740829939,[np.float64(0.1811111111111111)],[np.float64(-0.19444444444444445)],[1],[0],[0],[1.319103375004488],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
51,0,51,[np.float64(-0.17333333333333334)],[np.float64(0.10444444444444445)],[1],[0],[0],[2.073499249992892],['target'],51,0,51,0,104.5350060829951,,,,,10,104.52189570799237,104.5350060829951,104.5350060829951,0.025156083996989764,106.59543008299079,[np.float64(-0.17333333333333334)],[np.float64(0.10444444444444445)],[1],[0],[0],[2.073499249992892],['target'],,,,,004,001,2025-09-27_23h16.44.643,VisualSearch,,2025.1.1,118.97597426778562,2025-09-27 23h16.50.465382 +0530,
