thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,thankyou.started,text_2.started,text_2.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004616707999957725,0.009962750002159737,2.0034956250019604,,,,,,,,,,,,,,,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
0,0,0,[np.float64(-0.21888888888888888)],[np.float64(-0.10555555555555556)],[1],[0],[0],[1.1394170839921571],['target'],0,0,0,0,2.058935749999364,,,,,10,2.039601708005648,2.058935749999364,2.058935749999364,0.03962620900711045,3.1790780830051517,[np.float64(-0.21888888888888888)],[np.float64(-0.10555555555555556)],[1],[0],[0],[1.1394170839921571],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
1,0,1,[np.float64(-0.2633333333333333)],[np.float64(0.23333333333333334)],[1],[0],[0],[1.0377195839973865],['target'],1,0,1,0,3.200302124998416,,,,,5,3.190770540997619,3.200302124998416,3.200302124998416,0.011481458001071587,4.228569041006267,[np.float64(-0.2633333333333333)],[np.float64(0.23333333333333334)],[1],[0],[0],[1.0377195839973865],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
2,0,2,[np.float64(-0.3211111111111111)],[np.float64(-0.23777777777777778)],[1],[0],[0],[1.0664039160037646],['target'],2,0,2,0,4.255142750000232,,,,,5,4.2444502080034,4.255142750000232,4.255142750000232,0.01566783300950192,5.3109100830042735,[np.float64(-0.3211111111111111)],[np.float64(-0.23777777777777778)],[1],[0],[0],[1.0664039160037646],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
3,0,3,[np.float64(-0.38333333333333336)],[np.float64(-0.4822222222222222)],[1],[0],[0],[1.140594415992382],['target'],3,0,3,0,5.349194666006952,,,,,10,5.336575082998024,5.349194666006952,5.349194666006952,0.02550270799838472,6.477216915998724,[np.float64(-0.38333333333333336)],[np.float64(-0.4822222222222222)],[1],[0],[0],[1.140594415992382],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
4,0,4,[np.float64(0.43777777777777777)],[np.float64(-0.16555555555555557)],[1],[0],[0],[1.7138934579998022],['target'],4,0,4,0,6.507507000002079,,,,,10,6.497072250000201,6.507507000002079,6.507507000002079,0.019713292000233196,8.211017666006228,[np.float64(0.43777777777777777)],[np.float64(-0.16555555555555557)],[1],[0],[0],[1.7138934579998022],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
5,0,5,[np.float64(-0.1411111111111111)],[np.float64(-0.27444444444444444)],[1],[0],[0],[1.5796423330029938],['target'],5,0,5,0,8.242392665997613,,,,,10,8.231617957993876,8.242392665997613,8.242392665997613,0.020446333990548737,9.811315875005675,[np.float64(-0.1411111111111111)],[np.float64(-0.27444444444444444)],[1],[0],[0],[1.5796423330029938],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
6,0,6,[np.float64(0.20444444444444446)],[np.float64(-0.4855555555555556)],[1],[0],[0],[1.9620798329997342],['target'],6,0,6,0,9.843663749998086,,,,,10,9.832847458004835,9.843663749998086,9.843663749998086,0.021361458013416268,11.794979708007304,[np.float64(0.20444444444444446)],[np.float64(-0.4855555555555556)],[1],[0],[0],[1.9620798329997342],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
7,0,7,[np.float64(-0.3888888888888889)],[np.float64(-0.35888888888888887)],[1],[0],[0],[1.238194833000307],['target'],7,0,7,0,11.81761437500245,,,,,5,11.807562750007492,11.81761437500245,11.81761437500245,0.012414750002790242,13.0458302909974,[np.float64(-0.3888888888888889)],[np.float64(-0.35888888888888887)],[1],[0],[0],[1.238194833000307],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
8,0,8,[np.float64(-0.22111111111111112)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.1011319579993142],['target'],8,0,8,0,13.071904665994225,,,,,5,13.061168041007477,13.071904665994225,13.071904665994225,0.01514199998928234,14.162376916006906,[np.float64(-0.22111111111111112)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.1011319579993142],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
9,0,9,[np.float64(-0.4255555555555556)],[np.float64(-0.30666666666666664)],[1],[0],[0],[1.205211665990646],['target'],9,0,9,0,14.202229957998497,,,,,10,14.189224500005366,14.202229957998497,14.202229957998497,0.02665254200110212,15.394487957993988,[np.float64(-0.4255555555555556)],[np.float64(-0.30666666666666664)],[1],[0],[0],[1.205211665990646],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
10,0,10,"[np.float64(0.2677777777777778), np.float64(0.27555555555555555)]","[np.float64(-0.36666666666666664), np.float64(-0.38666666666666666)]","[1, 1]","[0, 0]","[0, 0]","[1.4559680000093067, 2.0888860000122804]","[None, 'target']",10,0,10,0,15.415850999997929,,,,,5,15.4066855830024,15.415850999997929,15.415850999997929,0.012027916993247345,17.495648124997388,"[np.float64(0.2677777777777778), np.float64(0.27555555555555555)]","[np.float64(-0.36666666666666664), np.float64(-0.38666666666666666)]","[1, 1]","[0, 0]","[0, 0]","[1.4559680000093067, 2.0888860000122804]","[None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
11,0,11,[np.float64(-0.28555555555555556)],[np.float64(-0.17444444444444446)],[1],[0],[0],[1.656052708000061],['target'],11,0,11,0,17.535090332996333,,,,,10,17.522257999997237,17.535090332996333,17.535090332996333,0.02638087500235997,19.178362624996225,[np.float64(-0.28555555555555556)],[np.float64(-0.17444444444444446)],[1],[0],[0],[1.656052708000061],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
12,0,12,[np.float64(0.4311111111111111)],[np.float64(0.14333333333333334)],[1],[0],[0],[1.5786210840014974],['target'],12,0,12,0,19.211202624996076,,,,,10,19.20022404100746,19.211202624996076,19.211202624996076,0.021695083007216454,20.778899875003844,[np.float64(0.4311111111111111)],[np.float64(0.14333333333333334)],[1],[0],[0],[1.5786210840014974],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
13,0,13,[np.float64(-0.05333333333333334)],[np.float64(-0.4222222222222222)],[1],[0],[0],[1.578395750009804],['target'],13,0,13,0,20.811498208000557,,,,,10,20.800265500001842,20.811498208000557,20.811498208000557,0.0211928339995211,22.378719665997778,[np.float64(-0.05333333333333334)],[np.float64(-0.4222222222222222)],[1],[0],[0],[1.578395750009804],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
14,0,14,[np.float64(0.03888888888888889)],[np.float64(-0.12777777777777777)],[1],[0],[0],[1.711251083004754],['target'],14,0,14,0,22.412532791000558,,,,,10,22.400846082993667,22.412532791000558,22.412532791000558,0.02195954199123662,24.112147207997623,[np.float64(0.03888888888888889)],[np.float64(-0.12777777777777777)],[1],[0],[0],[1.711251083004754],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
15,0,15,[np.float64(-0.1922222222222222)],[np.float64(-0.012222222222222223)],[1],[0],[0],[2.077100916998461],['target'],15,0,15,0,24.14656254100555,,,,,10,24.134938749994035,24.14656254100555,24.14656254100555,0.02262870900449343,26.212092582994956,[np.float64(-0.1922222222222222)],[np.float64(-0.012222222222222223)],[1],[0],[0],[2.077100916998461],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
16,0,16,[np.float64(0.01)],[np.float64(0.20666666666666667)],[1],[0],[0],[2.1771162079967326],['target'],16,0,16,0,26.24713283299934,,,,,10,26.23473162499431,26.24713283299934,26.24713283299934,0.022469457995612174,28.411910416005412,[np.float64(0.01)],[np.float64(0.20666666666666667)],[1],[0],[0],[2.1771162079967326],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
17,0,17,"[np.float64(0.36333333333333334), np.float64(0.38666666666666666)]","[np.float64(-0.22333333333333333), np.float64(-0.22333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.2558331670006737, 1.789060957991751]","[None, 'target']",17,0,17,0,28.43279220799741,,,,,5,28.423400583007606,28.43279220799741,28.43279220799741,0.011320457997499034,30.2125423749967,"[np.float64(0.36333333333333334), np.float64(0.38666666666666666)]","[np.float64(-0.22333333333333333), np.float64(-0.22333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.2558331670006737, 1.789060957991751]","[None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
18,0,18,[np.float64(0.46444444444444444)],[np.float64(-0.31222222222222223)],[1],[0],[0],[1.9217549589957343],['target'],18,0,18,0,30.25356662500417,,,,,10,30.240500583007815,30.25356662500417,30.25356662500417,0.02772937499685213,32.162306124999304,[np.float64(0.46444444444444444)],[np.float64(-0.31222222222222223)],[1],[0],[0],[1.9217549589957343],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
19,0,19,[np.float64(0.2288888888888889)],[np.float64(-0.052222222222222225)],[1],[0],[0],[0.8050002079980914],['target'],19,0,19,0,32.18348424999567,,,,,5,32.17415391599934,32.18348424999567,32.18348424999567,0.011679500006721355,32.979219375003595,[np.float64(0.2288888888888889)],[np.float64(-0.052222222222222225)],[1],[0],[0],[0.8050002079980914],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
20,0,20,[np.float64(-0.15777777777777777)],[np.float64(-0.4488888888888889)],[1],[0],[0],[1.140935499992338],['target'],20,0,20,0,33.01754174999951,,,,,10,33.00463220800157,33.01754174999951,33.01754174999951,0.02524920900759753,34.14561291600694,[np.float64(-0.15777777777777777)],[np.float64(-0.4488888888888889)],[1],[0],[0],[1.140935499992338],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
21,0,21,"[np.float64(-0.1688888888888889), np.float64(-0.15222222222222223)]","[np.float64(0.28444444444444444), np.float64(0.34)]","[1, 1]","[0, 0]","[0, 0]","[1.2798474159935722, 1.9463522909936728]","[None, 'target']",21,0,21,0,34.17606379100471,,,,,10,34.165752875007456,34.17606379100471,34.17606379100471,0.019968874999904074,36.11215566600731,"[np.float64(-0.1688888888888889), np.float64(-0.15222222222222223)]","[np.float64(0.28444444444444444), np.float64(0.34)]","[1, 1]","[0, 0]","[0, 0]","[1.2798474159935722, 1.9463522909936728]","[None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
22,0,22,[np.float64(0.3877777777777778)],[np.float64(0.41333333333333333)],[1],[0],[0],[1.322488624995458],['target'],22,0,22,0,36.13304595800582,,,,,5,36.123461166003835,36.13304595800582,36.13304595800582,0.01113633300701622,37.446014000001014,[np.float64(0.3877777777777778)],[np.float64(0.41333333333333333)],[1],[0],[0],[1.322488624995458],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
23,0,23,[np.float64(-0.06111111111111111)],[np.float64(0.44666666666666666)],[1],[0],[0],[1.2694910830032313],['target'],23,0,23,0,37.46993704099441,,,,,5,37.460024415995576,37.46993704099441,37.46993704099441,0.013839582999935374,38.729572875003214,[np.float64(-0.06111111111111111)],[np.float64(0.44666666666666666)],[1],[0],[0],[1.2694910830032313],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
24,0,24,[np.float64(-0.3477777777777778)],[np.float64(-0.10222222222222223)],[1],[0],[0],[1.5065279999980703],['target'],24,0,24,0,38.76851037499728,,,,,10,38.755625165998936,38.76851037499728,38.76851037499728,0.025894292004522868,40.26219045800099,[np.float64(-0.3477777777777778)],[np.float64(-0.10222222222222223)],[1],[0],[0],[1.5065279999980703],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
25,0,25,[np.float64(0.26222222222222225)],[np.float64(0.3333333333333333)],[1],[0],[0],[1.5742821250023553],['target'],25,0,25,0,40.28028633299982,,,,,5,40.27241533300548,40.28028633299982,40.28028633299982,0.010091749994899146,41.846765624999534,[np.float64(0.26222222222222225)],[np.float64(0.3333333333333333)],[1],[0],[0],[1.5742821250023553],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
26,0,26,[np.float64(-0.044444444444444446)],[np.float64(-0.43333333333333335)],[1],[0],[0],[1.3744523749919608],['target'],26,0,26,0,41.88417641600245,,,,,10,41.871591957999044,41.88417641600245,41.88417641600245,0.024665832999744453,43.24608937499579,[np.float64(-0.044444444444444446)],[np.float64(-0.43333333333333335)],[1],[0],[0],[1.3744523749919608],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
27,0,27,[np.float64(0.4311111111111111)],[np.float64(-0.07)],[1],[0],[0],[1.4731238749955082],['target'],27,0,27,0,43.266578458002186,,,,,5,43.25756937499682,43.266578458002186,43.266578458002186,0.011333166010444984,44.730775125004584,[np.float64(0.4311111111111111)],[np.float64(-0.07)],[1],[0],[0],[1.4731238749955082],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
28,0,28,[np.float64(0.30777777777777776)],[np.float64(-0.48)],[1],[0],[0],[1.3003239579993533],['target'],28,0,28,0,44.75681125000119,,,,,5,44.74647958300193,44.75681125000119,44.75681125000119,0.015497832995606586,46.04686225000478,[np.float64(0.30777777777777776)],[np.float64(-0.48)],[1],[0],[0],[1.3003239579993533],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
29,0,29,[np.float64(-0.43777777777777777)],[np.float64(0.023333333333333334)],[1],[0],[0],[1.4687090419902233],['target'],29,0,29,0,46.07081783299509,,,,,5,46.060495083002024,46.07081783299509,46.07081783299509,0.013470374993630685,47.52927174999786,[np.float64(-0.43777777777777777)],[np.float64(0.023333333333333334)],[1],[0],[0],[1.4687090419902233],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
30,0,30,[np.float64(0.49)],[np.float64(0.21222222222222223)],[1],[0],[0],[1.5364115419943118],['target'],30,0,30,0,47.55484987499949,,,,,5,47.54421779100085,47.55484987499949,47.55484987499949,0.014785207997192629,49.08069450000767,[np.float64(0.49)],[np.float64(0.21222222222222223)],[1],[0],[0],[1.5364115419943118],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
31,0,31,[np.float64(0.0)],[np.float64(0.38666666666666666)],[1],[0],[0],[1.417347124996013],['target'],31,0,31,0,49.10569900000701,,,,,5,49.09537470800569,49.10569900000701,49.10569900000701,0.014519874996040016,50.512777500000084,[np.float64(0.0)],[np.float64(0.38666666666666666)],[1],[0],[0],[1.417347124996013],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
32,0,32,[np.float64(-0.39666666666666667)],[np.float64(0.20222222222222222)],[1],[0],[0],[1.1544677079946268],['target'],32,0,32,0,50.535606457997346,,,,,5,50.52594466600567,50.535606457997346,50.535606457997346,0.013040042002103291,51.6804881660064,[np.float64(-0.39666666666666667)],[np.float64(0.20222222222222222)],[1],[0],[0],[1.1544677079946268],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
33,0,33,[np.float64(-0.051111111111111114)],[np.float64(0.1)],[1],[0],[0],[1.1703063330060104],['target'],33,0,33,0,51.72168920800323,,,,,10,51.70845600000757,51.72168920800323,51.72168920800323,0.027771084001869895,52.87881833300344,[np.float64(-0.051111111111111114)],[np.float64(0.1)],[1],[0],[0],[1.1703063330060104],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
34,0,34,[np.float64(0.1922222222222222)],[np.float64(0.04777777777777778)],[1],[0],[0],[1.4063683330023196],['target'],34,0,34,0,52.899182875000406,,,,,5,52.88997620799637,52.899182875000406,52.899182875000406,0.011013124996679835,54.296413332995144,[np.float64(0.1922222222222222)],[np.float64(0.04777777777777778)],[1],[0],[0],[1.4063683330023196],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
35,0,35,[np.float64(-0.15444444444444444)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.252956374999485],['target'],35,0,35,0,54.32098641600169,,,,,5,54.31069841599674,54.32098641600169,54.32098641600169,0.014127166999969631,55.56373712500499,[np.float64(-0.15444444444444444)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.252956374999485],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
36,0,36,[np.float64(0.2788888888888889)],[np.float64(-0.043333333333333335)],[1],[0],[0],[1.5901948749960866],['target'],36,0,36,0,55.60270941599447,,,,,10,55.58961833300418,55.60270941599447,55.60270941599447,0.025713916998938657,57.17985662500723,[np.float64(0.2788888888888889)],[np.float64(-0.043333333333333335)],[1],[0],[0],[1.5901948749960866],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
37,0,37,[np.float64(0.31444444444444447)],[np.float64(-0.09666666666666666)],[1],[0],[0],[1.0154454159928719],['target'],37,0,37,0,57.20823699999892,,,,,10,57.197994625006686,57.20823699999892,57.20823699999892,0.017966166997211985,58.21349704099703,[np.float64(0.31444444444444447)],[np.float64(-0.09666666666666666)],[1],[0],[0],[1.0154454159928719],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
38,0,38,[np.float64(0.4033333333333333)],[np.float64(0.12555555555555556)],[1],[0],[0],[1.3120675419922918],['target'],38,0,38,0,58.2450342910015,,,,,10,58.23428879100538,58.2450342910015,58.2450342910015,0.020618916998500936,59.54640395799652,[np.float64(0.4033333333333333)],[np.float64(0.12555555555555556)],[1],[0],[0],[1.3120675419922918],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
39,0,39,"[np.float64(-0.4088888888888889), np.float64(-0.38222222222222224)]","[np.float64(-0.31444444444444447), np.float64(-0.3055555555555556)]","[1, 1]","[0, 0]","[0, 0]","[1.9472494589863345, 2.4627542089874623]","[None, 'target']",39,0,39,0,59.57682170800399,,,,,10,59.56630354099616,59.57682170800399,59.57682170800399,0.01975325000239536,62.02910637500463,"[np.float64(-0.4088888888888889), np.float64(-0.38222222222222224)]","[np.float64(-0.31444444444444447), np.float64(-0.3055555555555556)]","[1, 1]","[0, 0]","[0, 0]","[1.9472494589863345, 2.4627542089874623]","[None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
40,0,40,[np.float64(-0.2822222222222222)],[np.float64(0.32222222222222224)],[1],[0],[0],[1.4072713329951512],['target'],40,0,40,0,62.04853045800701,,,,,5,62.03992374999507,62.04853045800701,62.04853045800701,0.010646999988239259,63.44726204099425,[np.float64(-0.2822222222222222)],[np.float64(0.32222222222222224)],[1],[0],[0],[1.4072713329951512],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
41,0,41,[np.float64(0.4177777777777778)],[np.float64(-0.021111111111111112)],[1],[0],[0],[1.402580082998611],['target'],41,0,41,0,63.47128558300028,,,,,5,63.46128445799695,63.47128558300028,63.47128558300028,0.013859500002581626,64.86392775000422,[np.float64(0.4177777777777778)],[np.float64(-0.021111111111111112)],[1],[0],[0],[1.402580082998611],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
42,0,42,[np.float64(0.43666666666666665)],[np.float64(0.15222222222222223)],[1],[0],[0],[1.0739638330123853],['target'],42,0,42,0,64.90224033300183,,,,,10,64.8896319159976,64.90224033300183,64.90224033300183,0.025544083007844165,65.96364358300343,[np.float64(0.43666666666666665)],[np.float64(0.15222222222222223)],[1],[0],[0],[1.0739638330123853],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
43,0,43,[np.float64(-0.0033333333333333335)],[np.float64(-0.47333333333333333)],[1],[0],[0],[1.5612065000022994],['target'],43,0,43,0,65.9958552080061,,,,,10,65.98512633300561,65.9958552080061,65.9958552080061,0.021317624996299855,67.54637337500753,[np.float64(-0.0033333333333333335)],[np.float64(-0.47333333333333333)],[1],[0],[0],[1.5612065000022994],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
44,0,44,[np.float64(-0.28888888888888886)],[np.float64(-0.051111111111111114)],[1],[0],[0],[1.1909948749962496],['target'],44,0,44,0,67.56456475000596,,,,,5,67.55651108300663,67.56456475000596,67.56456475000596,0.009999500005505979,68.74757454100472,[np.float64(-0.28888888888888886)],[np.float64(-0.051111111111111114)],[1],[0],[0],[1.1909948749962496],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
45,0,45,[np.float64(-0.2877777777777778)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.192201624988229],['target'],45,0,45,0,68.78342937500565,,,,,10,68.77091408299748,68.78342937500565,68.78342937500565,0.023175708003691398,69.96315462500206,[np.float64(-0.2877777777777778)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.192201624988229],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
46,0,46,[np.float64(-0.056666666666666664)],[np.float64(-0.27444444444444444)],[1],[0],[0],[1.157737375004217],['target'],46,0,46,0,69.98083033300645,,,,,5,69.97301104100188,69.98083033300645,69.98083033300645,0.009719249996123835,71.13081625000632,[np.float64(-0.056666666666666664)],[np.float64(-0.27444444444444444)],[1],[0],[0],[1.157737375004217],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
47,0,47,[np.float64(-0.2966666666666667)],[np.float64(-0.06666666666666667)],[1],[0],[0],[1.1928938750061207],['target'],47,0,47,0,71.16685629100539,,,,,10,71.15413616600563,71.16685629100539,71.16685629100539,0.02315429200825747,72.34707658299885,[np.float64(-0.2966666666666667)],[np.float64(-0.06666666666666667)],[1],[0],[0],[1.1928938750061207],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
48,0,48,[np.float64(-0.3477777777777778)],[np.float64(-0.014444444444444444)],[1],[0],[0],[1.7470270000048913],['target'],48,0,48,0,72.37790966600005,,,,,10,72.36707550000574,72.37790966600005,72.37790966600005,0.019846625000354834,74.11416104099771,[np.float64(-0.3477777777777778)],[np.float64(-0.014444444444444444)],[1],[0],[0],[1.7470270000048913],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
49,0,49,[np.float64(-0.13444444444444445)],[np.float64(-0.1922222222222222)],[1],[0],[0],[1.0713115419930546],['target'],49,0,49,0,74.13555912500306,,,,,5,74.12614875000145,74.13555912500306,74.13555912500306,0.011807124988990836,75.19751729100244,[np.float64(-0.13444444444444445)],[np.float64(-0.1922222222222222)],[1],[0],[0],[1.0713115419930546],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
50,0,50,[np.float64(-0.2544444444444444)],[np.float64(-0.0011111111111111111)],[1],[0],[0],[1.9768999590014573],['target'],50,0,50,0,75.23182595800608,,,,,10,75.22027525000158,75.23182595800608,75.23182595800608,0.022618917006184347,77.19722395800636,[np.float64(-0.2544444444444444)],[np.float64(-0.0011111111111111111)],[1],[0],[0],[1.9768999590014573],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
51,0,51,"[np.float64(-0.08777777777777777), np.float64(-0.08777777777777777), np.float64(-0.08888888888888889)]","[np.float64(-0.3322222222222222), np.float64(-0.33444444444444443), np.float64(-0.3488888888888889)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.0574848750111414, 1.5561824160104152, 2.0397524160071043]","[None, None, 'target']",51,0,51,0,77.21651095799461,,,,,5,77.20778495799459,77.21651095799461,77.21651095799461,0.010411832990939729,79.24760287499521,"[np.float64(-0.08777777777777777), np.float64(-0.08777777777777777), np.float64(-0.08888888888888889)]","[np.float64(-0.3322222222222222), np.float64(-0.33444444444444443), np.float64(-0.3488888888888889)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.0574848750111414, 1.5561824160104152, 2.0397524160071043]","[None, None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
52,0,52,[np.float64(-0.14666666666666667)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.6735425000078976],['target'],52,0,52,0,79.28659029099799,,,,,10,79.27366204099962,79.28659029099799,79.28659029099799,0.02584541600663215,80.94724774999486,[np.float64(-0.14666666666666667)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.6735425000078976],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
