thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,thankyou.started,text_2.started,text_2.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
149,0,149,"[np.float64(0.4177777777777778), np.float64(0.42333333333333334), np.float64(0.44666666666666666)]","[np.float64(-0.44666666666666666), np.float64(-0.45111111111111113), np.float64(-0.45111111111111113)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.6242935829941416, 2.1738999170047464, 2.7574102920043515]","[None, None, 'target']",149,0,149,0,218.57270699999935,,,,,10,218.55990054100403,218.57270699999935,218.57270699999935,0.02470987499691546,221.3173503750004,"[np.float64(0.4177777777777778), np.float64(0.42333333333333334), np.float64(0.44666666666666666)]","[np.float64(-0.44666666666666666), np.float64(-0.45111111111111113), np.float64(-0.45111111111111113)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.6242935829941416, 2.1738999170047464, 2.7574102920043515]","[None, None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
150,0,150,[np.float64(-0.3511111111111111)],[np.float64(-0.35444444444444445)],[1],[0],[0],[1.7139602089882828],['target'],150,0,150,0,221.34780316600518,,,,,10,221.33716062500025,221.34780316600518,221.34780316600518,0.019603082997491583,223.05117045799852,[np.float64(-0.3511111111111111)],[np.float64(-0.35444444444444445)],[1],[0],[0],[1.7139602089882828],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
151,0,151,[np.float64(-0.44)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.456678207992809],['target'],151,0,151,0,223.06951854100043,,,,,5,223.0613104160002,223.06951854100043,223.06951854100043,0.009994541993364692,224.51804583299963,[np.float64(-0.44)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.456678207992809],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
152,0,152,[np.float64(-0.32222222222222224)],[np.float64(0.15777777777777777)],[1],[0],[0],[1.5104930000088643],['target'],152,0,152,0,224.553233832994,,,,,10,224.54073308300576,224.553233832994,224.553233832994,0.022553457994945347,226.05126462499902,[np.float64(-0.32222222222222224)],[np.float64(0.15777777777777777)],[1],[0],[0],[1.5104930000088643],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
153,0,153,[np.float64(0.14555555555555555)],[np.float64(-0.10777777777777778)],[1],[0],[0],[1.3906807080056751],['target'],153,0,153,0,226.0692659579945,,,,,5,226.06132925000566,226.0692659579945,226.0692659579945,0.009933916997397318,227.45208025000466,[np.float64(0.14555555555555555)],[np.float64(-0.10777777777777778)],[1],[0],[0],[1.3906807080056751],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
154,0,154,[np.float64(-0.5)],[np.float64(-0.18888888888888888)],[1],[0],[0],[1.137828165999963],['target'],154,0,154,0,227.47488262499974,,,,,5,227.46490616600204,227.47488262499974,227.47488262499974,0.012669457995798439,228.60280154099746,[np.float64(-0.5)],[np.float64(-0.18888888888888888)],[1],[0],[0],[1.137828165999963],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
155,0,155,[np.float64(-0.17)],[np.float64(0.24666666666666667)],[1],[0],[0],[1.3181346250057686],['target'],155,0,155,0,228.62689504100126,,,,,5,228.6166247910005,228.62689504100126,228.62689504100126,0.013665250007761642,229.93482437499915,[np.float64(-0.17)],[np.float64(0.24666666666666667)],[1],[0],[0],[1.3181346250057686],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
156,0,156,[np.float64(-0.25333333333333335)],[np.float64(0.16333333333333333)],[1],[0],[0],[0.8200946669967379],['target'],156,0,156,0,229.95829145799507,,,,,5,229.94846791599412,229.95829145799507,229.95829145799507,0.013487707998137921,230.76862975000404,[np.float64(-0.25333333333333335)],[np.float64(0.16333333333333333)],[1],[0],[0],[0.8200946669967379],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
157,0,157,[np.float64(0.4622222222222222)],[np.float64(-0.48)],[1],[0],[0],[1.585530958007439],['target'],157,0,157,0,230.79290362499887,,,,,5,230.7828396660043,230.79290362499887,230.79290362499887,0.014056083004106767,232.3684229579958,[np.float64(0.4622222222222222)],[np.float64(-0.48)],[1],[0],[0],[1.585530958007439],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
158,0,158,[np.float64(-0.3411111111111111)],[np.float64(-0.27444444444444444)],[1],[0],[0],[1.4209989579976536],['target'],158,0,158,0,232.39144308300456,,,,,5,232.38111745800416,232.39144308300456,232.39144308300456,0.012562624993734062,233.80218054099532,[np.float64(-0.3411111111111111)],[np.float64(-0.27444444444444444)],[1],[0],[0],[1.4209989579976536],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
159,0,159,[np.float64(0.3377777777777778)],[np.float64(0.27555555555555555)],[1],[0],[0],[1.5084090000018477],['target'],159,0,159,0,233.83939008299785,,,,,10,233.82669279100082,233.83939008299785,233.83939008299785,0.02434741600882262,235.33514808300242,[np.float64(0.3377777777777778)],[np.float64(0.27555555555555555)],[1],[0],[0],[1.5084090000018477],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
160,0,160,[np.float64(0.44555555555555554)],[np.float64(-0.20444444444444446)],[1],[0],[0],[1.2226894589985022],['target'],160,0,160,0,235.35487816600653,,,,,5,235.3460524999973,235.35487816600653,235.35487816600653,0.010756999996374361,236.56881133299612,[np.float64(0.44555555555555554)],[np.float64(-0.20444444444444446)],[1],[0],[0],[1.2226894589985022],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
161,0,161,[np.float64(0.33666666666666667)],[np.float64(0.4711111111111111)],[1],[0],[0],[2.9922111250052694],['target'],161,0,161,0,236.60556487500435,,,,,10,236.593176416005,236.60556487500435,236.60556487500435,0.02420650000567548,239.58544083300512,[np.float64(0.33666666666666667)],[np.float64(0.4711111111111111)],[1],[0],[0],[2.9922111250052694],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
162,0,162,[np.float64(0.18444444444444444)],[np.float64(-0.17)],[1],[0],[0],[1.3445386249950388],['target'],162,0,162,0,239.61815945799754,,,,,10,239.6071528330067,239.61815945799754,239.61815945799754,0.021546832998865284,240.95175879099406,[np.float64(0.18444444444444444)],[np.float64(-0.17)],[1],[0],[0],[1.3445386249950388],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
163,0,163,[np.float64(-0.23333333333333334)],[np.float64(0.15)],[1],[0],[0],[1.1482574999972712],['target'],163,0,163,0,240.97996675000468,,,,,10,240.9698517910001,240.97996675000468,240.97996675000468,0.017931042006239295,242.11815787499654,[np.float64(-0.23333333333333334)],[np.float64(0.15)],[1],[0],[0],[1.1482574999972712],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
164,0,164,[np.float64(-0.39444444444444443)],[np.float64(-0.37222222222222223)],[1],[0],[0],[1.6076752079970902],['target'],164,0,164,0,242.13673554100387,,,,,5,242.12860737499432,242.13673554100387,242.13673554100387,0.010306709009455517,243.7363515409961,[np.float64(-0.39444444444444443)],[np.float64(-0.37222222222222223)],[1],[0],[0],[1.6076752079970902],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
165,0,165,[np.float64(0.2833333333333333)],[np.float64(-0.013333333333333334)],[1],[0],[0],[1.3038523750001332],['target'],165,0,165,0,243.7590985410061,,,,,5,243.7492001250066,243.7590985410061,243.7590985410061,0.012693166005192325,245.0531084999966,[np.float64(0.2833333333333333)],[np.float64(-0.013333333333333334)],[1],[0],[0],[1.3038523750001332],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
166,0,166,[np.float64(0.10777777777777778)],[np.float64(0.22111111111111112)],[1],[0],[0],[1.269278874999145],['target'],166,0,166,0,245.07670533300552,,,,,5,245.06679733299825,245.07670533300552,245.07670533300552,0.01353295799344778,246.3361424580071,[np.float64(0.10777777777777778)],[np.float64(0.22111111111111112)],[1],[0],[0],[1.269278874999145],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
167,0,167,[np.float64(0.027777777777777776)],[np.float64(0.42777777777777776)],[1],[0],[0],[1.3016493750037625],['target'],167,0,167,0,246.36156458299956,,,,,5,246.35096491599688,246.36156458299956,246.36156458299956,0.014670500007923692,247.6526789579948,[np.float64(0.027777777777777776)],[np.float64(0.42777777777777776)],[1],[0],[0],[1.3016493750037625],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
168,0,168,"[np.float64(0.5133333333333333), np.float64(0.5066666666666667)]","[np.float64(-0.18333333333333332), np.float64(-0.20444444444444446)]","[1, 1]","[0, 0]","[0, 0]","[1.5687660420080647, 2.3198870420019375]","[None, 'target']",168,0,168,0,247.676907208006,,,,,5,247.66651404100412,247.676907208006,247.676907208006,0.013675499998498708,249.98646654099866,"[np.float64(0.5133333333333333), np.float64(0.5066666666666667)]","[np.float64(-0.18333333333333332), np.float64(-0.20444444444444446)]","[1, 1]","[0, 0]","[0, 0]","[1.5687660420080647, 2.3198870420019375]","[None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
169,0,169,[np.float64(0.06888888888888889)],[np.float64(0.09333333333333334)],[1],[0],[0],[1.1722906249924563],['target'],169,0,169,0,250.02617012499832,,,,,10,250.0129495410074,250.02617012499832,250.02617012499832,0.026303291000658646,251.18527720800193,[np.float64(0.06888888888888889)],[np.float64(0.09333333333333334)],[1],[0],[0],[1.1722906249924563],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
170,0,170,[np.float64(0.3811111111111111)],[np.float64(0.14555555555555555)],[1],[0],[0],[0.98210416699294],['target'],170,0,170,0,251.2138575410063,,,,,10,251.2033447910071,251.2138575410063,251.2138575410063,0.01793833400006406,252.18549350000103,[np.float64(0.3811111111111111)],[np.float64(0.14555555555555555)],[1],[0],[0],[0.98210416699294],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
171,0,171,[np.float64(-0.28555555555555556)],[np.float64(-0.06444444444444444)],[1],[0],[0],[1.5407753339968622],['target'],171,0,171,0,252.20409949999885,,,,,5,252.1961506249936,252.20409949999885,252.20409949999885,0.01052637500106357,253.736997333006,[np.float64(-0.28555555555555556)],[np.float64(-0.06444444444444444)],[1],[0],[0],[1.5407753339968622],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
172,0,172,[np.float64(-0.08777777777777777)],[np.float64(-0.14444444444444443)],[1],[0],[0],[0.8908327500103042],['target'],172,0,172,0,253.77358283300418,,,,,10,253.76107608299935,253.77358283300418,253.77358283300418,0.023922084001242183,254.65195124999445,[np.float64(-0.08777777777777777)],[np.float64(-0.14444444444444443)],[1],[0],[0],[0.8908327500103042],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
173,0,173,[np.float64(-0.3988888888888889)],[np.float64(0.19)],[1],[0],[0],[1.098427167002228],['target'],173,0,173,0,254.6804510410002,,,,,10,254.67014550000022,254.6804510410002,254.6804510410002,0.018037292000371963,255.76862124999752,[np.float64(-0.3988888888888889)],[np.float64(0.19)],[1],[0],[0],[1.098427167002228],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
174,0,174,[np.float64(0.3488888888888889)],[np.float64(-0.14666666666666667)],[1],[0],[0],[1.2731289999937871],['target'],174,0,174,0,255.78941737499554,,,,,5,255.77969395800028,255.78941737499554,255.78941737499554,0.01093383299303241,257.05289079100476,[np.float64(0.3488888888888889)],[np.float64(-0.14666666666666667)],[1],[0],[0],[1.2731289999937871],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
175,0,175,[np.float64(0.19111111111111112)],[np.float64(-0.0044444444444444444)],[1],[0],[0],[1.1034686250059167],['target'],175,0,175,0,257.0762122909946,,,,,5,257.06632104099845,257.0762122909946,257.0762122909946,0.013273375006974675,258.1698731659999,[np.float64(0.19111111111111112)],[np.float64(-0.0044444444444444444)],[1],[0],[0],[1.1034686250059167],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
176,0,176,[np.float64(0.22444444444444445)],[np.float64(-0.4777777777777778)],[1],[0],[0],[1.7176007910020417],['target'],176,0,176,0,258.19565995800076,,,,,5,258.18512150000606,258.19565995800076,258.19565995800076,0.01506070799950976,259.902781124998,[np.float64(0.22444444444444445)],[np.float64(-0.4777777777777778)],[1],[0],[0],[1.7176007910020417],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
177,0,177,[np.float64(-0.45666666666666667)],[np.float64(0.23666666666666666)],[1],[0],[0],[1.5365841669990914],['target'],177,0,177,0,259.9258355409984,,,,,5,259.91596679099894,259.9258355409984,259.9258355409984,0.01303487500990741,261.4526136659988,[np.float64(-0.45666666666666667)],[np.float64(0.23666666666666666)],[1],[0],[0],[1.5365841669990914],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
178,0,178,[np.float64(-0.25222222222222224)],[np.float64(0.4677777777777778)],[1],[0],[0],[1.1416625419951743],['target'],178,0,178,0,261.4898235830042,,,,,10,261.4773167910025,261.4898235830042,261.4898235830042,0.02454837498953566,262.61902300000656,[np.float64(-0.25222222222222224)],[np.float64(0.4677777777777778)],[1],[0],[0],[1.1416625419951743],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
179,0,179,[np.float64(0.31444444444444447)],[np.float64(-0.33)],[1],[0],[0],[1.763163750001695],['target'],179,0,179,0,262.6499261660065,,,,,10,262.63915670799906,262.6499261660065,262.6499261660065,0.019988334010122344,264.40237300000445,[np.float64(0.31444444444444447)],[np.float64(-0.33)],[1],[0],[0],[1.763163750001695],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
180,0,180,[np.float64(-0.35)],[np.float64(0.2577777777777778)],[1],[0],[0],[1.2130802089959616],['target'],180,0,180,0,264.4331220000022,,,,,10,264.4223642080033,264.4331220000022,264.4331220000022,0.01984362499206327,265.63549337499717,[np.float64(-0.35)],[np.float64(0.2577777777777778)],[1],[0],[0],[1.2130802089959616],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
181,0,181,[np.float64(-0.21777777777777776)],[np.float64(0.2088888888888889)],[1],[0],[0],[0.9805108340078732],['target'],181,0,181,0,265.66572341599385,,,,,10,265.6547584999935,265.66572341599385,265.66572341599385,0.019117707997793332,266.63531933299964,[np.float64(-0.21777777777777776)],[np.float64(0.2088888888888889)],[1],[0],[0],[0.9805108340078732],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
182,0,182,[np.float64(0.39555555555555555)],[np.float64(-0.41555555555555557)],[1],[0],[0],[1.50696450000396],['target'],182,0,182,0,266.6539707500051,,,,,5,266.64559425000334,266.6539707500051,266.6539707500051,0.010112416988704354,268.1526180410001,[np.float64(0.39555555555555555)],[np.float64(-0.41555555555555557)],[1],[0],[0],[1.50696450000396],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
183,0,183,[np.float64(-0.056666666666666664)],[np.float64(0.4633333333333333)],[1],[0],[0],[2.759697125002276],['target'],183,0,183,0,268.18733275000704,,,,,10,268.1757981249975,268.18733275000704,268.18733275000704,0.023043541004881263,270.9355398750049,[np.float64(-0.056666666666666664)],[np.float64(0.4633333333333333)],[1],[0],[0],[2.759697125002276],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
184,0,184,[np.float64(0.33555555555555555)],[np.float64(0.4444444444444444)],[1],[0],[0],[1.8073946249933215],['target'],184,0,184,0,271.05443925000145,,,,,10,271.0456290410075,271.05443925000145,271.05443925000145,0.10993933300778735,272.8530847910006,[np.float64(0.33555555555555555)],[np.float64(0.4444444444444444)],[1],[0],[0],[1.8073946249933215],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
185,0,185,[np.float64(0.3411111111111111)],[np.float64(-0.32555555555555554)],[1],[0],[0],[1.8450826250045793],['target'],185,0,185,0,272.88458995800465,,,,,10,272.873749958002,272.88458995800465,272.88458995800465,0.020494666998274624,274.71888025000226,[np.float64(0.3411111111111111)],[np.float64(-0.32555555555555554)],[1],[0],[0],[1.8450826250045793],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
186,0,186,"[np.float64(-0.1322222222222222), np.float64(-0.14222222222222222)]","[np.float64(-0.21222222222222223), np.float64(-0.2088888888888889)]","[1, 1]","[0, 0]","[0, 0]","[1.1244677500071703, 1.6909448750084266]","[None, 'target']",186,0,186,0,274.7377390830079,,,,,5,274.7289669580059,274.7377390830079,274.7377390830079,0.00994150000042282,276.4199812080042,"[np.float64(-0.1322222222222222), np.float64(-0.14222222222222222)]","[np.float64(-0.21222222222222223), np.float64(-0.2088888888888889)]","[1, 1]","[0, 0]","[0, 0]","[1.1244677500071703, 1.6909448750084266]","[None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
187,0,187,"[np.float64(-0.5144444444444445), np.float64(-0.5111111111111111), np.float64(-0.4955555555555556)]","[np.float64(-0.12111111111111111), np.float64(-0.12222222222222222), np.float64(-0.12222222222222222)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.1852394159941468, 1.7194020000024466, 2.1849652910022996]","[None, None, 'target']",187,0,187,0,276.44455679100065,,,,,5,276.4339587499999,276.44455679100065,276.44455679100065,0.013765540992608294,278.61898695799755,"[np.float64(-0.5144444444444445), np.float64(-0.5111111111111111), np.float64(-0.4955555555555556)]","[np.float64(-0.12111111111111111), np.float64(-0.12222222222222222), np.float64(-0.12222222222222222)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.1852394159941468, 1.7194020000024466, 2.1849652910022996]","[None, None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
188,0,188,[np.float64(-0.12333333333333334)],[np.float64(0.01)],[1],[0],[0],[1.091646208005841],['target'],188,0,188,0,278.657782166003,,,,,10,278.6447955409967,278.657782166003,278.657782166003,0.0256095410004491,279.736483916,[np.float64(-0.12333333333333334)],[np.float64(0.01)],[1],[0],[0],[1.091646208005841],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
189,0,189,[np.float64(0.45555555555555555)],[np.float64(0.35888888888888887)],[1],[0],[0],[1.6308933749969583],['target'],189,0,189,0,279.76587620799546,,,,,10,279.7551834159967,279.76587620799546,279.76587620799546,0.018552541005192325,281.3861251250055,[np.float64(0.45555555555555555)],[np.float64(0.35888888888888887)],[1],[0],[0],[1.6308933749969583],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
190,0,190,[np.float64(0.13666666666666666)],[np.float64(0.19111111111111112)],[1],[0],[0],[1.1226492499990854],['target'],190,0,190,0,281.4060424579948,,,,,5,281.3972643750021,281.4060424579948,281.4060424579948,0.010967958995024674,282.5199790829938,[np.float64(0.13666666666666666)],[np.float64(0.19111111111111112)],[1],[0],[0],[1.1226492499990854],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
191,0,191,[np.float64(0.33666666666666667)],[np.float64(0.4811111111111111)],[1],[0],[0],[1.523927916001412],['target'],191,0,191,0,282.5581450000027,,,,,10,282.5451889160031,282.5581450000027,282.5581450000027,0.025056124999537133,284.0691597499972,[np.float64(0.33666666666666667)],[np.float64(0.4811111111111111)],[1],[0],[0],[1.523927916001412],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
192,0,192,[np.float64(0.35777777777777775)],[np.float64(-0.17222222222222222)],[1],[0],[0],[1.1977503749949392],['target'],192,0,192,0,284.09959745800006,,,,,10,284.0887592910003,284.09959745800006,284.09959745800006,0.019452084001386538,285.2865575830074,[np.float64(0.35777777777777775)],[np.float64(-0.17222222222222222)],[1],[0],[0],[1.1977503749949392],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
193,0,193,[np.float64(-0.4533333333333333)],[np.float64(0.4266666666666667)],[1],[0],[0],[1.5905356659932295],['target'],193,0,193,0,285.304860749995,,,,,5,285.29692629100464,285.304860749995,285.304860749995,0.010225667007034644,286.88753133300634,[np.float64(-0.4533333333333333)],[np.float64(0.4266666666666667)],[1],[0],[0],[1.5905356659932295],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
194,0,194,[np.float64(-0.4533333333333333)],[np.float64(0.42777777777777776)],[1],[0],[0],[0.6185351669992087],['target'],194,0,194,0,286.91284099999757,,,,,5,286.9020180410007,286.91284099999757,286.91284099999757,0.01433299999916926,287.5206146660057,[np.float64(-0.4533333333333333)],[np.float64(0.42777777777777776)],[1],[0],[0],[0.6185351669992087],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
195,0,195,[np.float64(0.15666666666666668)],[np.float64(0.12333333333333334)],[1],[0],[0],[1.1019306249945657],['target'],195,0,195,0,287.54643429099815,,,,,5,287.5354535410006,287.54643429099815,287.54643429099815,0.014686042006360367,288.6374466249981,[np.float64(0.15666666666666668)],[np.float64(0.12333333333333334)],[1],[0],[0],[1.1019306249945657],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
196,0,196,[np.float64(-0.10555555555555556)],[np.float64(-0.15333333333333332)],[1],[0],[0],[1.4170624170074007],['target'],196,0,196,0,288.66273995800293,,,,,5,288.6526530830015,288.66273995800293,288.66273995800293,0.015047958993818611,290.06976829099585,[np.float64(-0.10555555555555556)],[np.float64(-0.15333333333333332)],[1],[0],[0],[1.4170624170074007],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
197,0,197,[np.float64(0.3022222222222222)],[np.float64(-0.2588888888888889)],[1],[0],[0],[1.4548827499966137],['target'],197,0,197,0,290.0926179160015,,,,,5,290.08258141600527,290.0926179160015,290.0926179160015,0.012680083003942855,291.53754662499705,[np.float64(0.3022222222222222)],[np.float64(-0.2588888888888889)],[1],[0],[0],[1.4548827499966137],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
198,0,198,[np.float64(-0.06333333333333334)],[np.float64(-0.14222222222222222)],[1],[0],[0],[1.417491667001741],['target'],198,0,198,0,291.5629849160032,,,,,5,291.55246766599885,291.5629849160032,291.5629849160032,0.014733166986843571,292.9700155000028,[np.float64(-0.06333333333333334)],[np.float64(-0.14222222222222222)],[1],[0],[0],[1.417491667001741],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
199,0,199,[np.float64(-0.13111111111111112)],[np.float64(0.49333333333333335)],[1],[0],[0],[1.5881016670027748],['target'],199,0,199,0,292.99315533299523,,,,,5,292.9828815829969,292.99315533299523,292.99315533299523,0.012731915994663723,294.571049916005,[np.float64(-0.13111111111111112)],[np.float64(0.49333333333333335)],[1],[0],[0],[1.5881016670027748],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.5713274580048,294.5774696659937,295.5670458329987,295.56185574999836,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
