thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,text.stopped,instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,thankyou.started,text_2.started,text_2.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,0,9,[np.float64(-0.07333333333333333)],[np.float64(0.3055555555555556)],[1],[0],[0],[1.1219480840081815],['target'],9,0,9,0,15.733246208008495,,,,,,5,15.723536500008777,15.733246208008495,15.733246208008495,0.011875249998411164,16.845552833008696,[np.float64(-0.07333333333333333)],[np.float64(0.3055555555555556)],[1],[0],[0],[1.1219480840081815],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
10,0,10,[np.float64(-0.24666666666666667)],[np.float64(0.008888888888888889)],[1],[0],[0],[1.1355523329984862],['target'],10,0,10,0,16.870858833004604,,,,,,5,16.860222333009006,16.870858833004604,16.870858833004604,0.014513542002532631,17.995827207996626,[np.float64(-0.24666666666666667)],[np.float64(0.008888888888888889)],[1],[0],[0],[1.1355523329984862],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
11,0,11,[np.float64(-0.07)],[np.float64(0.28)],[1],[0],[0],[1.084676832993864],['target'],11,0,11,0,18.02122062499984,,,,,,5,18.01088641700335,18.02122062499984,18.02122062499984,0.014902041002642363,19.09564029199828,[np.float64(-0.07)],[np.float64(0.28)],[1],[0],[0],[1.084676832993864],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
12,0,12,[np.float64(0.058888888888888886)],[np.float64(0.35777777777777775)],[1],[0],[0],[0.9851548329897923],['target'],12,0,12,0,19.12126891700609,,,,,,5,19.110963416998857,19.12126891700609,19.12126891700609,0.01512983298744075,20.096180374996038,[np.float64(0.058888888888888886)],[np.float64(0.35777777777777775)],[1],[0],[0],[0.9851548329897923],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
13,0,13,"[np.float64(0.29333333333333333), np.float64(0.31777777777777777)]","[np.float64(0.02666666666666667), np.float64(0.03111111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.156855583001743, 1.789505333013949]","[None, 'target']",13,0,13,0,20.13463800000318,,,,,,10,20.122040750007727,20.13463800000318,20.13463800000318,0.025704583997139707,21.911607000001823,"[np.float64(0.29333333333333333), np.float64(0.31777777777777777)]","[np.float64(0.02666666666666667), np.float64(0.03111111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.156855583001743, 1.789505333013949]","[None, 'target']",,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
14,0,14,[np.float64(-0.13444444444444445)],[np.float64(-0.28555555555555556)],[1],[0],[0],[1.6633842080045724],['target'],14,0,14,0,21.943195416999515,,,,,,10,21.9324115000054,21.943195416999515,21.943195416999515,0.020626833007554524,23.595852500002366,[np.float64(-0.13444444444444445)],[np.float64(-0.28555555555555556)],[1],[0],[0],[1.6633842080045724],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
15,0,15,[np.float64(0.42444444444444446)],[np.float64(0.5)],[1],[0],[0],[1.7551579999999376],['target'],15,0,15,0,23.61669070800417,,,,,,5,23.60770904200035,23.61669070800417,23.61669070800417,0.011695084001985379,25.362948875001166,[np.float64(0.42444444444444446)],[np.float64(0.5)],[1],[0],[0],[1.7551579999999376],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
16,0,16,[np.float64(0.24333333333333335)],[np.float64(0.41888888888888887)],[1],[0],[0],[0.9188167080137646],['target'],16,0,16,0,25.3881271249993,,,,,,5,25.377371958005824,25.3881271249993,25.3881271249993,0.014231249995646067,26.29628620800213,[np.float64(0.24333333333333335)],[np.float64(0.41888888888888887)],[1],[0],[0],[0.9188167080137646],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
17,0,17,"[np.float64(-0.5122222222222222), np.float64(-0.5133333333333333), np.float64(-0.5055555555555555)]","[np.float64(-0.06111111111111111), np.float64(-0.06111111111111111), np.float64(-0.057777777777777775)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.6227341250050813, 2.1558971670019673, 2.6554103340022266]","[None, None, 'target']",17,0,17,0,26.33616604200506,,,,,,10,26.323122292000335,26.33616604200506,26.33616604200506,0.026626749997376464,28.978575125001953,"[np.float64(-0.5122222222222222), np.float64(-0.5133333333333333), np.float64(-0.5055555555555555)]","[np.float64(-0.06111111111111111), np.float64(-0.06111111111111111), np.float64(-0.057777777777777775)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.6227341250050813, 2.1558971670019673, 2.6554103340022266]","[None, None, 'target']",,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
18,0,18,[np.float64(-0.3466666666666667)],[np.float64(-0.43333333333333335)],[1],[0],[0],[1.1631136250070995],['target'],18,0,18,0,29.010306416996173,,,,,,10,28.99933916699956,29.010306416996173,29.010306416996173,0.020574499998474494,30.162501917002373,[np.float64(-0.3466666666666667)],[np.float64(-0.43333333333333335)],[1],[0],[0],[1.1631136250070995],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
19,0,19,[np.float64(0.0811111111111111)],[np.float64(0.4411111111111111)],[1],[0],[0],[1.6738447079987964],['target'],19,0,19,0,30.18146354200144,,,,,,5,30.173226208004053,30.18146354200144,30.18146354200144,0.010577916997135617,31.84713733299577,[np.float64(0.0811111111111111)],[np.float64(0.4411111111111111)],[1],[0],[0],[1.6738447079987964],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
20,0,20,[np.float64(0.37777777777777777)],[np.float64(-0.44)],[1],[0],[0],[1.5393888329999754],['target'],20,0,20,0,31.886493583006086,,,,,,10,31.873493457998848,31.886493583006086,31.886493583006086,0.026199917003395967,33.41292562500166,[np.float64(0.37777777777777777)],[np.float64(-0.44)],[1],[0],[0],[1.5393888329999754],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
21,0,21,[np.float64(0.16666666666666666)],[np.float64(-0.058888888888888886)],[1],[0],[0],[1.095468208004604],['target'],21,0,21,0,33.44407279200095,,,,,,10,33.43349366700568,33.44407279200095,33.44407279200095,0.020422250003321096,34.52901041699806,[np.float64(0.16666666666666666)],[np.float64(-0.058888888888888886)],[1],[0],[0],[1.095468208004604],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
22,0,22,[np.float64(0.05444444444444444)],[np.float64(-0.4633333333333333)],[1],[0],[0],[1.4074300409993157],['target'],22,0,22,0,34.54896387500048,,,,,,5,34.54011179199733,34.54896387500048,34.54896387500048,0.010956291007460095,35.94762379200256,[np.float64(0.05444444444444444)],[np.float64(-0.4633333333333333)],[1],[0],[0],[1.4074300409993157],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
23,0,23,[np.float64(-0.09555555555555556)],[np.float64(0.16777777777777778)],[1],[0],[0],[1.1828553340019425],['target'],23,0,23,0,35.97329387499485,,,,,,5,35.963254417001735,35.97329387499485,35.97329387499485,0.015428250000695698,37.14616666700749,[np.float64(-0.09555555555555556)],[np.float64(0.16777777777777778)],[1],[0],[0],[1.1828553340019425],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
24,0,24,[np.float64(0.44666666666666666)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.4579867499996908],['target'],24,0,24,0,37.183876333001535,,,,,,10,37.171528542006854,37.183876333001535,37.183876333001535,0.025203791999956593,38.62956812500488,[np.float64(0.44666666666666666)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.4579867499996908],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
25,0,25,[np.float64(-0.33555555555555555)],[np.float64(-0.46111111111111114)],[1],[0],[0],[1.5455647920025513],['target'],25,0,25,0,38.661972041998524,,,,,,10,38.65112741700432,38.661972041998524,38.661972041998524,0.02138983301119879,40.19673654199869,[np.float64(-0.33555555555555555)],[np.float64(-0.46111111111111114)],[1],[0],[0],[1.5455647920025513],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
26,0,26,[np.float64(-0.28888888888888886)],[np.float64(0.005555555555555556)],[1],[0],[0],[1.3626751249976223],['target'],26,0,26,0,40.227968082996085,,,,,,10,40.21709291699517,40.227968082996085,40.227968082996085,0.02020900000934489,41.57981604200904,[np.float64(-0.28888888888888886)],[np.float64(0.005555555555555556)],[1],[0],[0],[1.3626751249976223],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
27,0,27,"[np.float64(0.44666666666666666), np.float64(0.4266666666666667)]","[np.float64(-0.021111111111111112), np.float64(-0.015555555555555555)]","[1, 1]","[0, 0]","[0, 0]","[1.2389357919892063, 1.8229914999974426]","[None, 'target']",27,0,27,0,41.6003561670077,,,,,,5,41.59104691700486,41.6003561670077,41.6003561670077,0.011083707999205217,43.414106791999075,"[np.float64(0.44666666666666666), np.float64(0.4266666666666667)]","[np.float64(-0.021111111111111112), np.float64(-0.015555555555555555)]","[1, 1]","[0, 0]","[0, 0]","[1.2389357919892063, 1.8229914999974426]","[None, 'target']",,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
28,0,28,[np.float64(0.4666666666666667)],[np.float64(0.46111111111111114)],[1],[0],[0],[1.2066369579988532],['target'],28,0,28,0,43.452819541998906,,,,,,10,43.44002979200741,43.452819541998906,43.452819541998906,0.02574237500084564,44.64671754199662,[np.float64(0.4666666666666667)],[np.float64(0.46111111111111114)],[1],[0],[0],[1.2066369579988532],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
29,0,29,[np.float64(0.4311111111111111)],[np.float64(0.36666666666666664)],[1],[0],[0],[1.0453850829944713],['target'],29,0,29,0,44.67924100000528,,,,,,10,44.66816762500093,44.67924100000528,44.67924100000528,0.02128600000287406,45.7136078330077,[np.float64(0.4311111111111111)],[np.float64(0.36666666666666664)],[1],[0],[0],[1.0453850829944713],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
30,0,30,[np.float64(-0.0022222222222222222)],[np.float64(-0.06444444444444444)],[1],[0],[0],[1.1724934169906192],['target'],30,0,30,0,45.73492800000531,,,,,,5,45.72566983300203,45.73492800000531,45.73492800000531,0.011901083998964168,46.89822733300389,[np.float64(-0.0022222222222222222)],[np.float64(-0.06444444444444444)],[1],[0],[0],[1.1724934169906192],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
31,0,31,[np.float64(0.17666666666666667)],[np.float64(-0.034444444444444444)],[1],[0],[0],[0.99994766699092],['target'],31,0,31,0,46.92334412499622,,,,,,5,46.91317779199744,46.92334412499622,46.92334412499622,0.014795042006880976,47.91318770800717,[np.float64(0.17666666666666667)],[np.float64(-0.034444444444444444)],[1],[0],[0],[0.99994766699092],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
32,0,32,[np.float64(0.14222222222222222)],[np.float64(0.12555555555555556)],[1],[0],[0],[0.9082084999972722],['target'],32,0,32,0,47.950810333000845,,,,,,10,47.938165250001475,47.950810333000845,47.950810333000845,0.0248163329961244,48.84641595800349,[np.float64(0.14222222222222222)],[np.float64(0.12555555555555556)],[1],[0],[0],[0.9082084999972722],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
33,0,33,[np.float64(0.23666666666666666)],[np.float64(-0.035555555555555556)],[1],[0],[0],[0.9066874170093797],['target'],33,0,33,0,48.86538866700721,,,,,,5,48.8571196670091,48.86538866700721,48.86538866700721,0.010557874993537553,49.763875375007046,[np.float64(0.23666666666666666)],[np.float64(-0.035555555555555556)],[1],[0],[0],[0.9066874170093797],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
34,0,34,[np.float64(-0.38555555555555554)],[np.float64(-0.32)],[1],[0],[0],[1.285711916993023],['target'],34,0,34,0,49.78892595799698,,,,,,5,49.778664541998296,49.78892595799698,49.78892595799698,0.014635582992923446,51.06444050000573,[np.float64(-0.38555555555555554)],[np.float64(-0.32)],[1],[0],[0],[1.285711916993023],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
35,0,35,[np.float64(-0.43777777777777777)],[np.float64(-0.13111111111111112)],[1],[0],[0],[1.3364027079951484],['target'],35,0,35,0,51.087225374998525,,,,,,5,51.077645124998526,51.087225374998525,51.087225374998525,0.013036667005508207,52.414113999999245,[np.float64(-0.43777777777777777)],[np.float64(-0.13111111111111112)],[1],[0],[0],[1.3364027079951484],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
36,0,36,[np.float64(-0.32555555555555554)],[np.float64(0.02)],[1],[0],[0],[1.106120042008115],['target'],36,0,36,0,52.45392620800703,,,,,,10,52.44075641699601,52.45392620800703,52.45392620800703,0.02648304200556595,53.546918250009185,[np.float64(-0.32555555555555554)],[np.float64(0.02)],[1],[0],[0],[1.106120042008115],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
37,0,37,[np.float64(-0.10444444444444445)],[np.float64(-0.2222222222222222)],[1],[0],[0],[1.3452854999923147],['target'],37,0,37,0,53.5782917500037,,,,,,10,53.56785025000863,53.5782917500037,53.5782917500037,0.02078395799617283,54.91318533300364,[np.float64(-0.10444444444444445)],[np.float64(-0.2222222222222222)],[1],[0],[0],[1.3452854999923147],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
38,0,38,[np.float64(-0.3411111111111111)],[np.float64(0.3411111111111111)],[1],[0],[0],[2.0637107910006307],['target'],38,0,38,0,54.943696875008754,,,,,,10,54.93286070799513,54.943696875008754,54.943696875008754,0.01952737499959767,56.99662183300825,[np.float64(-0.3411111111111111)],[np.float64(0.3411111111111111)],[1],[0],[0],[2.0637107910006307],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
39,0,39,[np.float64(0.07666666666666666)],[np.float64(0.23555555555555555)],[1],[0],[0],[1.1631427090032957],['target'],39,0,39,0,57.027255000008154,,,,,,10,57.01665587500611,57.027255000008154,57.027255000008154,0.019885791989509016,58.179842291996465,[np.float64(0.07666666666666666)],[np.float64(0.23555555555555555)],[1],[0],[0],[1.1631427090032957],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
40,0,40,"[np.float64(0.47), np.float64(0.47), np.float64(0.4688888888888889), np.float64(0.4855555555555556)]","[np.float64(-0.36777777777777776), np.float64(-0.3688888888888889), np.float64(-0.37444444444444447), np.float64(-0.38666666666666666)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.065972584008705, 2.633162292011548, 3.1831556250108406, 3.899809959009872]","[None, None, None, 'target']",40,0,40,0,58.20704224999645,,,,,,10,58.19715541700134,58.20704224999645,58.20704224999645,0.017180208989884704,62.09705433300405,"[np.float64(0.47), np.float64(0.47), np.float64(0.4688888888888889), np.float64(0.4855555555555556)]","[np.float64(-0.36777777777777776), np.float64(-0.3688888888888889), np.float64(-0.37444444444444447), np.float64(-0.38666666666666666)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.065972584008705, 2.633162292011548, 3.1831556250108406, 3.899809959009872]","[None, None, None, 'target']",,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
41,0,41,"[np.float64(-0.2633333333333333), np.float64(-0.25)]","[np.float64(-0.18555555555555556), np.float64(-0.18888888888888888)]","[1, 1]","[0, 0]","[0, 0]","[1.2803317499929108, 1.9288161250005942]","[None, 'target']",41,0,41,0,62.12911295800586,,,,,,10,62.11810237499594,62.12911295800586,62.12911295800586,0.020811583992326632,64.0469652920001,"[np.float64(-0.2633333333333333), np.float64(-0.25)]","[np.float64(-0.18555555555555556), np.float64(-0.18888888888888888)]","[1, 1]","[0, 0]","[0, 0]","[1.2803317499929108, 1.9288161250005942]","[None, 'target']",,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
42,0,42,[np.float64(0.2644444444444444)],[np.float64(-0.4388888888888889)],[1],[0],[0],[1.7399870000081137],['target'],42,0,42,0,64.06697254200117,,,,,,5,64.0581602500024,64.06697254200117,64.06697254200117,0.011024999999790452,65.79821599999559,[np.float64(0.2644444444444444)],[np.float64(-0.4388888888888889)],[1],[0],[0],[1.7399870000081137],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
43,0,43,[np.float64(-0.0044444444444444444)],[np.float64(0.3466666666666667)],[1],[0],[0],[1.4849397910002153],['target'],43,0,43,0,65.82244345800427,,,,,,5,65.8122627499979,65.82244345800427,65.82244345800427,0.013890125002944842,67.29726508300519,[np.float64(-0.0044444444444444444)],[np.float64(0.3466666666666667)],[1],[0],[0],[1.4849397910002153],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
44,0,44,[np.float64(-0.20555555555555555)],[np.float64(0.022222222222222223)],[1],[0],[0],[1.3198712500015972],['target'],44,0,44,0,67.3207327919954,,,,,,5,67.31094187499548,67.3207327919954,67.3207327919954,0.013525250004022382,68.6308762080007,[np.float64(-0.20555555555555555)],[np.float64(0.022222222222222223)],[1],[0],[0],[1.3198712500015972],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
45,0,45,[np.float64(0.23)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.8709254159912234],['target'],45,0,45,0,68.65365033299895,,,,,,5,68.64380674999848,68.65365033299895,68.65365033299895,0.012770999994245358,70.51480233299662,[np.float64(0.23)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.8709254159912234],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
46,0,46,[np.float64(0.2088888888888889)],[np.float64(-0.3011111111111111)],[1],[0],[0],[1.3013654169917572],['target'],46,0,46,0,70.5403706250072,,,,,,5,70.52957300000708,70.5403706250072,70.5403706250072,0.014611750011681579,71.83100391700282,[np.float64(0.2088888888888889)],[np.float64(-0.3011111111111111)],[1],[0],[0],[1.3013654169917572],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
47,0,47,[np.float64(-0.38222222222222224)],[np.float64(0.4822222222222222)],[1],[0],[0],[2.242268875008449],['target'],47,0,47,0,71.86723354199785,,,,,,10,71.8547811669996,71.86723354199785,71.86723354199785,0.023618708000867628,74.09709850000218,[np.float64(-0.38222222222222224)],[np.float64(0.4822222222222222)],[1],[0],[0],[2.242268875008449],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
48,0,48,[np.float64(-0.3211111111111111)],[np.float64(-0.07222222222222222)],[1],[0],[0],[1.1897183330002008],['target'],48,0,48,0,74.11754945799476,,,,,,5,74.10855154199817,74.11754945799476,74.11754945799476,0.011305207997793332,75.29833858300117,[np.float64(-0.3211111111111111)],[np.float64(-0.07222222222222222)],[1],[0],[0],[1.1897183330002008],['target'],,,,,002,001,2025-09-27_22h53.39.950,VisualSearch,,2025.1.1,120.84750451576377,2025-09-27 22h53.45.934031 +0530,
