word,colour,stim_condition,correct_resp,stim_wordtype,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text_2.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,text_3.started,text_3.stopped,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
SAFETY,green,C,g,E,9,9,0,g,1,0.8491917080027633,None,0,9,9,12,14.556319750001421,,,,,,,,,14.54868070899829,14.556319750001421,15.040492667001672,15.040492667001672,15.040492667001672,15.89238695899985,g,1,0.8491917080027633,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
LEAF,green,C,g,N,10,10,0,g,1,0.6182613749988377,None,0,10,10,38,15.906396041995322,,,,,,,,,15.898300125001697,15.906396041995322,16.390413124994666,16.390413124994666,16.390413124994666,17.01541966699733,g,1,0.6182613749988377,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
ANGER,yellow,I,y,E,11,11,0,y,1,1.1483427500061225,None,0,11,11,7,17.035829583997838,,,,,,,,,17.019668417000503,17.035829583997838,17.516467417000968,17.516467417000968,17.516467417000968,18.675973208999494,y,1,1.1483427500061225,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
RIVER,yellow,I,y,N,12,12,0,y,1,1.0137119989958592,None,0,12,12,29,18.6903797499981,,,,,,,,,18.68262649999815,18.6903797499981,19.174159292000695,19.174159292000695,19.174159292000695,20.192240917000163,y,1,1.0137119989958592,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
LEAF,blue,I,b,N,13,13,0,b,1,0.9492407489960897,None,0,13,13,39,20.204095916997176,,,,,,,,,20.196711374999722,20.204095916997176,20.69061462499667,20.69061462499667,20.69061462499667,21.6425371669975,b,1,0.9492407489960897,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SKY,blue,C,b,N,14,14,0,b,1,0.44816720800008625,None,0,14,14,20,21.656616624997696,,,,,,,,,21.648983250001038,21.656616624997696,22.140726334000647,22.140726334000647,22.140726334000647,22.592801541999506,b,1,0.44816720800008625,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SKY,red,I,r,N,15,15,0,r,1,0.8559788330021547,None,0,15,15,21,22.603554166998947,,,,,,,,,22.594040083997243,22.603554166998947,23.089815791994624,23.089815791994624,23.089815791994624,23.94847687499714,r,1,0.8559788330021547,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
ROSE,red,C,r,N,16,16,0,r,1,0.5934682909937692,None,0,16,16,34,23.960412208994967,,,,,,,,,23.95268120899709,23.960412208994967,24.440313209001033,24.440313209001033,24.440313209001033,25.042980541998986,r,1,0.5934682909937692,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
HAPPINESS,yellow,C,y,E,17,17,0,y,1,1.0229787499993108,None,0,17,17,14,25.05636870899616,,,,,,,,,25.048760917001346,25.05636870899616,25.5408429589952,25.5408429589952,25.5408429589952,26.565231458997005,y,1,1.0229787499993108,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
JOY,yellow,C,y,E,18,18,0,y,1,0.5278289999987464,None,0,18,18,4,26.57710070900066,,,,,,,,,26.569262833996618,26.57710070900066,27.057070750001003,27.057070750001003,27.057070750001003,27.593022124994604,y,1,0.5278289999987464,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
ANGER,red,C,r,E,19,19,0,r,1,0.8496386659971904,None,0,19,19,6,27.607118041996728,,,,,,,,,27.599412750001648,27.607118041996728,28.091176999994786,28.091176999994786,28.091176999994786,28.942694291996304,r,1,0.8496386659971904,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
BALL,green,I,g,N,20,20,0,g,1,0.6640455000015208,None,0,20,20,31,28.95447449999483,,,,,,,,,28.947080792000634,28.95447449999483,29.441099791998568,29.441099791998568,29.441099791998568,30.109674333994917,g,1,0.6640455000015208,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
CALM,blue,C,b,E,21,21,0,b,1,0.7713658740030951,None,0,21,21,18,30.1240842920015,,,,,,,,,30.11651699999493,30.1240842920015,30.607687124997028,30.607687124997028,30.607687124997028,31.382699458998104,b,1,0.7713658740030951,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
BUS,green,I,g,N,22,22,0,g,1,0.7824463750002906,None,0,22,22,37,31.394298458995763,,,,,,,,,31.38719870899513,31.394298458995763,31.88352870899689,31.88352870899689,31.88352870899689,32.67637845900026,g,1,0.7824463750002906,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
ROSE,blue,I,b,N,23,23,0,b,1,1.0271085420026793,None,0,23,23,35,32.68936283399671,,,,,,,,,32.68171208399872,32.68936283399671,33.174881499995536,33.174881499995536,33.174881499995536,34.20973704200151,b,1,1.0271085420026793,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SAFETY,yellow,I,r,E,24,24,0,y,0,1.3900331660042866,None,0,24,24,13,34.221531124996545,,,,,,,,,34.214252624995424,34.221531124996545,34.707989750000706,34.707989750000706,34.707989750000706,36.11036700000113,y,0,1.3900331660042866,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
PEACE,red,I,r,E,25,25,0,r,1,1.1121009990019957,None,0,25,25,3,36.12527024999872,,,,,,,,,36.11735024999507,36.12527024999872,36.607989833995816,36.607989833995816,36.607989833995816,37.72692704200017,r,1,1.1121009990019957,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
BALL,red,C,r,N,26,26,0,r,1,0.6163826669944683,None,0,26,26,30,37.74025216700102,,,,,,,,,37.73263149999548,37.74025216700102,38.2247151249976,38.2247151249976,38.2247151249976,38.84309329199459,r,1,0.6163826669944683,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
DISGUST,blue,I,b,E,27,27,0,b,1,0.9594463329995051,None,0,27,27,17,38.856312042000354,,,,,,,,,38.84873887499998,38.856312042000354,39.34160208400135,39.34160208400135,39.34160208400135,40.31030241699773,b,1,0.9594463329995051,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
DISGUST,green,C,g,E,28,28,0,g,1,0.5330354170000646,None,0,28,28,16,40.31967637499474,,,,,,,,,40.311328666997724,40.31967637499474,40.80817812500027,40.80817812500027,40.80817812500027,41.34374574999674,g,1,0.5330354170000646,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SUN,yellow,C,y,N,29,29,0,y,1,1.0768972500009113,None,0,29,29,24,41.3570360839949,,,,,,,,,41.348990291997325,41.3570360839949,41.84139908399811,41.84139908399811,41.84139908399811,42.92690870899969,y,1,1.0768972500009113,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
GRASS,blue,I,b,N,30,30,0,b,1,1.225294332994963,None,0,30,30,23,42.94097679200058,,,,,,,,,42.93199412499962,42.94097679200058,43.42490504199668,43.42490504199668,43.42490504199668,44.660267125000246,b,1,1.225294332994963,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
TREE,green,C,g,N,31,31,0,g,1,0.6377877080012695,None,0,31,31,26,44.67288483399898,,,,,,,,,44.665247666998766,44.67288483399898,45.15845245899982,45.15845245899982,45.15845245899982,45.79971166700125,g,1,0.6377877080012695,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
LOVE,red,C,r,E,32,32,0,r,1,0.6927211240035831,None,0,32,32,0,45.81132941699616,,,,,,,,,45.8036252919992,45.81132941699616,46.30141687500145,46.30141687500145,46.30141687500145,46.999907833996986,r,1,0.6927211240035831,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
RIVER,blue,C,b,N,33,33,0,b,1,1.3587744160031434,None,0,33,33,28,47.01159054199525,,,,,,,,,47.004185249999864,47.01159054199525,47.501383999995596,47.501383999995596,47.501383999995596,48.8663331669959,b,1,1.3587744160031434,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SUN,green,I,g,N,34,34,0,g,1,0.6891662909984007,None,0,34,34,25,48.87817141699634,,,,,,,,,48.87019941699691,48.87817141699634,49.36902766699495,49.36902766699495,49.36902766699495,50.06042862499453,g,1,0.6891662909984007,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
LOVE,blue,I,b,E,35,35,0,b,1,0.8919133330055047,None,0,35,35,1,50.071694958998705,,,,,,,,,50.06432558399683,50.071694958998705,50.5584158749989,50.5584158749989,50.5584158749989,51.46052224999585,b,1,0.8919133330055047,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
DANGER,red,C,r,E,36,36,0,r,1,0.5526798749997397,None,0,36,36,10,51.47364595899853,,,,,,,,,51.46601558399561,51.47364595899853,51.95952212499833,51.95952212499833,51.95952212499833,52.52805791699939,r,1,0.5526798749997397,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SADNESS,blue,C,b,E,37,37,0,b,1,1.0495037079963367,None,0,37,37,8,52.558979708999686,,,,,,,,,52.53410449999501,52.558979708999686,53.04376466699614,53.04376466699614,53.04376466699614,54.09472245899815,b,1,1.0495037079963367,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SADNESS,green,I,g,E,38,38,0,g,1,0.5979087500018068,None,0,38,38,9,54.10932370899536,,,,,,,,,54.09577200000058,54.10932370899536,54.60958720900089,54.60958720900089,54.60958720900089,55.21160758399492,g,1,0.5979087500018068,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
CALM,red,I,y,E,39,39,0,r,0,1.293087124999147,None,0,39,39,19,55.242366124999535,,,,,,,,,55.218237583998416,55.242366124999535,55.726288416997704,55.726288416997704,55.726288416997704,57.027832125000714,r,0,1.293087124999147,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
LOVE,red,C,r,E,40,0,1,r,1,0.6384827500005485,None,1,0,40,0,57.04237037499843,,,,,,,,,57.03187491699646,57.04237037499843,57.54283691699675,57.54283691699675,57.54283691699675,58.183228750000126,r,1,0.6384827500005485,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SUN,green,I,g,N,41,1,1,g,1,0.7218211670042365,None,1,1,41,25,58.1953102089974,,,,,,,,,58.18712091699854,58.1953102089974,58.68464387499989,58.68464387499989,58.68464387499989,59.41070591699827,g,1,0.7218211670042365,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
BUS,yellow,C,y,N,42,2,1,y,1,0.6283417079976061,None,1,2,42,36,59.423295333996066,,,,,,,,,59.415435541995976,59.423295333996066,59.90901245900022,59.90901245900022,59.90901245900022,60.544528583996,y,1,0.6283417079976061,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
BALL,red,C,r,N,43,3,1,g,0,0.715051791004953,None,1,3,43,30,60.55661412499467,,,,,,,,,60.54901724999945,60.55661412499467,61.059551792001,61.059551792001,61.059551792001,61.777656958998705,g,0,0.715051791004953,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
ANGER,red,C,r,E,44,4,1,r,1,0.9749089160031872,None,1,4,44,6,61.79060420899623,,,,,,,,,61.78248666699801,61.79060420899623,62.27549354200164,62.27549354200164,62.27549354200164,63.260512374996324,r,1,0.9749089160031872,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
BUS,green,I,g,N,45,5,1,g,1,0.6833553749966086,None,1,5,45,37,63.27230449999479,,,,,,,,,63.26458429199556,63.27230449999479,63.75110558400047,63.75110558400047,63.75110558400047,64.44421874999534,g,1,0.6833553749966086,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
RIVER,yellow,I,y,N,46,6,1,y,1,1.160220208003011,None,1,6,46,29,64.45814562500163,,,,,,,,,64.45007400000031,64.45814562500163,64.94325350000145,64.94325350000145,64.94325350000145,66.11096866699518,y,1,1.160220208003011,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
PEACE,red,I,r,E,47,7,1,r,1,1.094540958001744,None,1,7,47,3,66.12216749999789,,,,,,,,,66.11447804199997,66.12216749999789,66.6089796669985,66.6089796669985,66.6089796669985,67.71098112499749,r,1,1.094540958001744,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
TREE,red,I,r,N,48,8,1,r,1,0.6062428329969407,None,1,8,48,27,67.72241349999967,,,,,,,,,67.71460829200078,67.72241349999967,68.20933908399456,68.20933908399456,68.20933908399456,68.81733741700009,r,1,0.6062428329969407,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
JOY,red,I,r,E,49,9,1,r,1,1.4793413739971584,None,1,9,49,5,68.8290199999974,,,,,,,,,68.82128733400168,68.8290199999974,69.31925583400152,69.31925583400152,69.31925583400152,70.80079179199674,r,1,1.4793413739971584,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
CALM,blue,C,b,E,50,10,1,b,1,0.7381057909951778,None,1,10,50,18,70.81258029199671,,,,,,,,,70.80510266700003,70.81258029199671,71.30361679199996,71.30361679199996,71.30361679199996,72.04494270899886,b,1,0.7381057909951778,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
PEN,yellow,I,y,N,51,11,1,y,1,0.8389886250006384,None,1,11,51,33,72.05761970899766,,,,,,,,,72.04976891700062,72.05761970899766,72.54265420899901,72.54265420899901,72.54265420899901,73.38392262499838,y,1,0.8389886250006384,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
ROSE,blue,I,b,N,52,12,1,b,1,1.2486636660032673,None,1,12,52,35,73.39576395900076,,,,,,,,,73.38832125000044,73.39576395900076,73.88499929200043,73.88499929200043,73.88499929200043,75.14455554199958,b,1,1.2486636660032673,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SADNESS,green,I,g,E,53,13,1,g,1,0.6870690830037347,None,1,13,53,9,75.15719441699912,,,,,,,,,75.14955491699948,75.15719441699912,75.642702541998,75.642702541998,75.642702541998,76.33396625000023,g,1,0.6870690830037347,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
HAPPINESS,yellow,C,y,E,54,14,1,y,1,2.127188665996073,None,1,14,54,14,76.34616904200084,,,,,,,,,76.33901779200096,76.34616904200084,76.8365973339969,76.8365973339969,76.8365973339969,78.9673083749949,y,1,2.127188665996073,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
TREE,green,C,g,N,55,15,1,g,1,0.6398239159971126,None,1,15,55,26,78.9794360839951,,,,,,,,,78.97164029199485,78.9794360839951,79.4680155419992,79.4680155419992,79.4680155419992,80.11157254199497,g,1,0.6398239159971126,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SAFETY,green,C,g,E,56,16,1,g,1,1.298330416000681,None,1,16,56,12,80.1246324169988,,,,,,,,,80.11709474999952,80.1246324169988,80.60956133400032,80.60956133400032,80.60956133400032,81.9118132500007,g,1,1.298330416000681,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
GRASS,blue,I,b,N,57,17,1,g,0,0.45702687399898423,None,1,17,57,23,81.92574066700035,,,,,,,,,81.91788629200164,81.92574066700035,82.40976283399505,82.40976283399505,82.40976283399505,82.87884087499697,g,0,0.45702687399898423,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
DANGER,red,C,r,E,58,18,1,r,1,1.1515022910025436,None,1,18,58,10,82.89315199999692,,,,,,,,,82.8833667919971,82.89315199999692,83.37638354199589,83.37638354199589,83.37638354199589,84.5449882499961,r,1,1.1515022910025436,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
PEN,blue,C,b,N,59,19,1,b,1,1.0266572079999605,None,1,19,59,32,84.55971933399996,,,,,,,,,84.54853687500145,84.55971933399996,85.0431654999993,85.0431654999993,85.0431654999993,86.07827049999469,b,1,1.0266572079999605,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
LOVE,blue,I,b,E,60,20,1,b,1,0.7023272490041563,None,1,20,60,1,86.09085937499913,,,,,,,,,86.08349166699918,86.09085937499913,86.57647824999731,86.57647824999731,86.57647824999731,87.2841263750015,b,1,0.7023272490041563,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
CALM,red,I,y,E,61,21,1,r,0,0.8753549579996616,None,1,21,61,19,87.29654379199928,,,,,,,,,87.28830270899925,87.29654379199928,87.77649649999512,87.77649649999512,87.77649649999512,88.66208258400002,r,0,0.8753549579996616,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
LEAF,green,C,g,N,62,22,1,g,1,0.6088117909966968,None,1,22,62,38,88.67497724999703,,,,,,,,,88.66686316699634,88.67497724999703,89.16000512499886,89.16000512499886,89.16000512499886,89.77880341700074,g,1,0.6088117909966968,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
HAPPINESS,green,I,g,E,63,23,1,g,1,0.8110457920047338,None,1,23,63,15,89.79256720899866,,,,,,,,,89.78490145899559,89.79256720899866,90.27587187499739,90.27587187499739,90.27587187499739,91.09541724999872,g,1,0.8110457920047338,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
ROSE,red,C,r,N,64,24,1,r,1,0.869428958001663,None,1,24,64,34,91.1081385840007,,,,,,,,,91.10046954199788,91.1081385840007,91.59348362500168,91.59348362500168,91.59348362500168,92.46806975000072,r,1,0.869428958001663,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
PEACE,blue,C,b,E,65,25,1,b,1,0.9771465830053785,None,1,25,65,2,92.47965483399457,,,,,,,,,92.47277129199938,92.47965483399457,92.96884424999735,92.96884424999735,92.96884424999735,93.95163720900018,b,1,0.9771465830053785,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SKY,blue,C,b,N,66,26,1,b,1,0.44427929099765606,None,1,26,66,20,93.9631462499965,,,,,,,,,93.95614658400154,93.9631462499965,94.45275954200042,94.45275954200042,94.45275954200042,94.9024174169972,b,1,0.44427929099765606,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SADNESS,blue,C,b,E,67,27,1,b,1,0.6585823330024141,None,1,27,67,8,94.91445945899613,,,,,,,,,94.90749195899843,94.91445945899613,95.40244445899589,95.40244445899589,95.40244445899589,96.0688945840011,b,1,0.6585823330024141,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
DISGUST,blue,I,b,E,68,28,1,b,1,0.7760893749946263,None,1,28,68,17,96.08073212499585,,,,,,,,,96.07406587500009,96.08073212499585,96.56984437500068,96.56984437500068,96.56984437500068,97.35171404200082,b,1,0.7760893749946263,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SAFETY,yellow,I,r,E,69,29,1,y,0,0.8198452080032439,None,1,29,69,13,97.36334712499956,,,,,,,,,97.35636220900051,97.36334712499956,97.85225395899761,97.85225395899761,97.85225395899761,98.67895045899786,y,0,0.8198452080032439,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
GRASS,green,C,g,N,70,30,1,g,1,0.5560797079961048,None,1,30,70,22,98.69208499999513,,,,,,,,,98.68439916699572,98.69208499999513,99.17699549999816,99.17699549999816,99.17699549999816,99.73532012500073,g,1,0.5560797079961048,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
DISGUST,green,C,g,E,71,31,1,g,1,0.8552074990002438,None,1,31,71,16,99.74675037500128,,,,,,,,,99.74011116699694,99.74675037500128,100.23599816700153,100.23599816700153,100.23599816700153,101.0957552089967,g,1,0.8552074990002438,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
SKY,red,I,r,N,72,32,1,r,1,1.2593139999953564,None,1,32,72,21,101.10829899999953,,,,,,,,,101.10040883399779,101.10829899999953,101.5937242919972,101.5937242919972,101.5937242919972,102.86246674999711,r,1,1.2593139999953564,None,,,,,05,001,2025-11-13_17h43.19.372,stroop task,,2025.1.1,None,2025-11-13 17h43.25.794110 +0530,
