pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trial_2.started,fixation_2.started,line_1.started,line_2.started,line_3.started,line_4.started,fixation_2.stopped,probe_2.started,key_resp_2.started,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,0,0,0,c,1,0.7642381670011673,None,,,,,0,0,0,0,,,,,0.017436708003515378,,0.010996333003276959,0.017436708003515378,1.0068164999829605,1.0068164999829605,1.0068164999829605,1.0068164999829605,1.0173983749991748,1.9942515419970732,1.9942515419970732,3.230031249986496,c,1,0.7642381670011673,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
-150,z,1,1,0,z,1,0.480453583993949,None,,,,,0,1,1,1,,,,,3.2398133749957196,,3.2302768329973333,3.2398133749957196,4.22676879199571,4.22676879199571,4.22676879199571,4.22676879199571,4.234673041995848,5.226033791986993,5.226033791986993,5.709584666998126,z,1,0.480453583993949,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
150,v,2,2,0,v,1,0.5218351260118652,None,,,,,0,2,2,2,,,,,5.719386249984382,,5.71012433298165,5.719386249984382,6.709763541992288,6.709763541992288,6.709763541992288,6.709763541992288,6.71781312499661,7.70872049999889,7.70872049999889,8.235520457994426,v,1,0.5218351260118652,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
-50,x,3,3,0,x,1,0.28453362599248067,None,,,,,0,3,3,3,,,,,8.245284582983004,,8.236131166981068,8.245284582983004,9.235083541978383,9.235083541978383,9.235083541978383,9.235083541978383,9.251446499984013,10.234032207983546,10.234032207983546,10.525728416978382,x,1,0.28453362599248067,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
50,c,4,0,1,c,1,0.46713908400852233,None,,,,,1,0,4,0,,,,,10.535580875002779,,10.52624054197804,10.535580875002779,11.52653179198387,11.52653179198387,11.52653179198387,11.52653179198387,11.534399832977215,12.526568999979645,12.526568999979645,13.002443916979246,c,1,0.46713908400852233,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
-150,z,5,1,1,z,1,0.23973662601201795,None,,,,,1,1,5,1,,,,,13.01197595798294,,13.002962208003737,13.01197595798294,14.000842582987389,14.000842582987389,14.000842582987389,14.000842582987389,14.008299582987092,15.000922291976167,15.000922291976167,15.242777874984313,z,1,0.23973662601201795,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
150,v,6,2,1,v,1,0.3213915009982884,None,,,,,1,2,6,2,,,,,15.252576541999588,,15.243275082990294,15.252576541999588,16.243075874983333,16.243075874983333,16.243075874983333,16.243075874983333,16.251183624990517,17.242432166996878,17.242432166996878,17.569067124975845,v,1,0.3213915009982884,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
-50,x,7,3,1,x,1,0.2970096669741906,None,,,,,1,3,7,3,,,,,17.578481957985787,,17.569699582993053,17.578481957985787,18.56778124999255,18.56778124999255,18.56778124999255,18.56778124999255,18.57622495800024,19.56781774997944,19.56781774997944,19.869596167001873,x,1,0.2970096669741906,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
50,c,8,0,2,c,1,0.4869404589990154,None,,,,,2,0,8,0,,,,,19.87945591699099,,19.870128207985545,19.87945591699099,20.867848666995997,20.867848666995997,20.867848666995997,20.867848666995997,20.876146082999185,21.867811499978416,21.867811499978416,22.359990999975707,c,1,0.4869404589990154,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
-150,z,9,1,2,z,1,0.27347783400909975,None,,,,,2,1,9,1,,,,,22.36974533298053,,22.360525666998,22.36974533298053,23.359844124992378,23.359844124992378,23.359844124992378,23.359844124992378,23.368042291986058,24.359288624982582,24.359288624982582,24.636029749992304,z,1,0.27347783400909975,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
150,v,10,2,2,v,1,0.36464708400308155,None,,,,,2,2,10,2,,,,,24.64531637498294,,24.636534749995917,24.64531637498294,25.627492125000572,25.627492125000572,25.627492125000572,25.627492125000572,25.64302499999758,26.625238541979343,26.625238541979343,26.993405166984303,v,1,0.36464708400308155,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
-50,x,11,3,2,x,1,0.30152387599810027,None,,,,,2,3,11,3,,,,,27.003525999985868,,26.99393204197986,27.003525999985868,27.984949874982703,27.984949874982703,27.984949874982703,27.984949874982703,28.001468374975957,28.992412666993914,28.992412666993914,29.303164874989307,x,1,0.30152387599810027,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
50,c,12,0,3,c,1,0.2613685000105761,None,,,,,3,0,12,0,,,,,29.312993957981234,,29.30389241699595,29.312993957981234,30.301536957995268,30.301536957995268,30.301536957995268,30.301536957995268,30.308985749987187,31.301734374981606,31.301734374981606,31.569585457997164,c,1,0.2613685000105761,None,,,,,,,,,,,,,,,04,001,2025-10-01_21h12.38.499,MotorSequence,,2025.1.1,119.39276788681335,2025-10-01 21h12.54.900890 +0530,
