thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,text.stopped,instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,thankyou.started,text_2.started,text_2.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,0,9,[np.float64(0.36)],[np.float64(-0.16666666666666666)],[1],[0],[0],[1.4386415420012781],['target'],9,0,9,0,15.85733062500367,,,,,,5,15.847917000006419,15.85733062500367,15.85733062500367,0.011889750006957911,17.286642125007347,[np.float64(0.36)],[np.float64(-0.16666666666666666)],[1],[0],[0],[1.4386415420012781],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
10,0,10,"[np.float64(-0.25), np.float64(-0.23333333333333334)]","[np.float64(0.5), np.float64(0.5)]","[1, 1]","[0, 0]","[0, 0]","[1.4342391250102082, 2.051192583006923]","[None, 'target']",10,0,10,0,17.31165183300618,,,,,,5,17.301709708001,17.31165183300618,17.31165183300618,0.014863124990370125,19.352983125005267,"[np.float64(-0.25), np.float64(-0.23333333333333334)]","[np.float64(0.5), np.float64(0.5)]","[1, 1]","[0, 0]","[0, 0]","[1.4342391250102082, 2.051192583006923]","[None, 'target']",,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
11,0,11,[np.float64(-0.48333333333333334)],[np.float64(-0.4666666666666667)],[1],[0],[0],[2.203725500003202],['target'],11,0,11,0,19.39570583299792,,,,,,10,19.382490165997297,19.39570583299792,19.39570583299792,0.02926862500316929,21.58625833300175,[np.float64(-0.48333333333333334)],[np.float64(-0.4666666666666667)],[1],[0],[0],[2.203725500003202],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
12,0,12,[np.float64(-0.3322222222222222)],[np.float64(-0.4488888888888889)],[1],[0],[0],[1.3291247919987654],['target'],12,0,12,0,21.617392790998565,,,,,,10,21.607049083002494,21.617392790998565,21.617392790998565,0.02063841601193417,22.936223541008076,[np.float64(-0.3322222222222222)],[np.float64(-0.4488888888888889)],[1],[0],[0],[1.3291247919987654],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
13,0,13,[np.float64(0.26222222222222225)],[np.float64(-0.41333333333333333)],[1],[0],[0],[1.7632158339984016],['target'],13,0,13,0,22.967351790997782,,,,,,10,22.956859958008863,22.967351790997782,22.967351790997782,0.020483250002143905,24.72013300000981,[np.float64(0.26222222222222225)],[np.float64(-0.41333333333333333)],[1],[0],[0],[1.7632158339984016],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
14,0,14,[np.float64(-0.31666666666666665)],[np.float64(-0.08555555555555555)],[1],[0],[0],[1.4269448749982985],['target'],14,0,14,0,24.755390457998146,,,,,,10,24.74315020799986,24.755390457998146,24.755390457998146,0.022845582992886193,26.170150666002883,[np.float64(-0.31666666666666665)],[np.float64(-0.08555555555555555)],[1],[0],[0],[1.4269448749982985],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
15,0,15,[np.float64(0.3377777777777778)],[np.float64(0.011111111111111112)],[1],[0],[0],[1.5567750000045635],['target'],15,0,15,0,26.19065087501076,,,,,,5,26.181718749998254,26.19065087501076,26.19065087501076,0.011399999988498166,27.73858616600046,[np.float64(0.3377777777777778)],[np.float64(0.011111111111111112)],[1],[0],[0],[1.5567750000045635],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
16,0,16,[np.float64(0.24666666666666667)],[np.float64(0.31333333333333335)],[1],[0],[0],[1.234641166010988],['target'],16,0,16,0,27.76364087499678,,,,,,5,27.75348733300052,27.76364087499678,27.76364087499678,0.014688957991893403,28.988212166004814,[np.float64(0.24666666666666667)],[np.float64(0.31333333333333335)],[1],[0],[0],[1.234641166010988],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
17,0,17,[np.float64(0.2922222222222222)],[np.float64(-0.15333333333333332)],[1],[0],[0],[1.467054291992099],['target'],17,0,17,0,29.013911916001234,,,,,,5,29.003844332997687,29.013911916001234,29.013911916001234,0.015392499990412034,30.470974458003184,[np.float64(0.2922222222222222)],[np.float64(-0.15333333333333332)],[1],[0],[0],[1.467054291992099],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
18,0,18,[np.float64(0.44)],[np.float64(0.1688888888888889)],[1],[0],[0],[1.566462834001868],['target'],18,0,18,0,30.498063791004824,,,,,,5,30.48744466601056,30.498063791004824,30.498063791004824,0.016266999999061227,32.053982708006515,[np.float64(0.44)],[np.float64(0.1688888888888889)],[1],[0],[0],[1.566462834001868],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
19,0,19,[np.float64(-0.3655555555555556)],[np.float64(0.42444444444444446)],[1],[0],[0],[1.9057123749953462],['target'],19,0,19,0,32.0939056250063,,,,,,10,32.08095787500497,32.0939056250063,32.0939056250063,0.026774541998747736,33.9867289160029,[np.float64(-0.3655555555555556)],[np.float64(0.42444444444444446)],[1],[0],[0],[1.9057123749953462],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
20,0,20,[np.float64(-0.35333333333333333)],[np.float64(-0.3322222222222222)],[1],[0],[0],[1.8957978340040427],['target'],20,0,20,0,34.01864325000497,,,,,,10,34.007809583010385,34.01864325000497,34.01864325000497,0.020910167004331015,35.90367016600794,[np.float64(-0.35333333333333333)],[np.float64(-0.3322222222222222)],[1],[0],[0],[1.8957978340040427],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
21,0,21,[np.float64(-0.31555555555555553)],[np.float64(-0.38555555555555554)],[1],[0],[0],[1.12215270800516],['target'],21,0,21,0,35.924620707999566,,,,,,5,35.915227250006865,35.924620707999566,35.924620707999566,0.011387624996132217,37.03746350000438,[np.float64(-0.31555555555555553)],[np.float64(-0.38555555555555554)],[1],[0],[0],[1.12215270800516],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
22,0,22,[np.float64(0.19)],[np.float64(-0.14)],[1],[0],[0],[1.672421833005501],['target'],22,0,22,0,37.07742175000021,,,,,,10,37.06469912501052,37.07742175000021,37.07742175000021,0.027042208006605506,38.73718004100374,[np.float64(0.19)],[np.float64(-0.14)],[1],[0],[0],[1.672421833005501],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
23,0,23,[np.float64(-0.2011111111111111)],[np.float64(-0.042222222222222223)],[1],[0],[0],[1.426918040990131],['target'],23,0,23,0,38.77092370799801,,,,,,10,38.76008462499885,38.77092370799801,38.77092370799801,0.02272925000579562,40.18705691600917,[np.float64(-0.2011111111111111)],[np.float64(-0.042222222222222223)],[1],[0],[0],[1.426918040990131],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
24,0,24,[np.float64(0.36)],[np.float64(0.11444444444444445)],[1],[0],[0],[1.4716079579957295],['target'],24,0,24,0,40.209149832997355,,,,,,5,40.1997489159985,40.209149832997355,40.209149832997355,0.012523333003628068,41.67144320800435,[np.float64(0.36)],[np.float64(0.11444444444444445)],[1],[0],[0],[1.4716079579957295],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
25,0,25,[np.float64(-0.09)],[np.float64(0.19)],[1],[0],[0],[1.1220475420122966],['target'],25,0,25,0,41.711673333004,,,,,,10,41.6985996250005,41.711673333004,41.711673333004,0.026913417008472607,42.82069966600102,[np.float64(-0.09)],[np.float64(0.19)],[1],[0],[0],[1.1220475420122966],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
26,0,26,[np.float64(0.2722222222222222)],[np.float64(0.06111111111111111)],[1],[0],[0],[1.37256229200284],['target'],26,0,26,0,42.841982958008884,,,,,,5,42.832430041002226,42.841982958008884,42.841982958008884,0.011561042003449984,44.20507708301011,[np.float64(0.2722222222222222)],[np.float64(0.06111111111111111)],[1],[0],[0],[1.37256229200284],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
27,0,27,[np.float64(0.18666666666666668)],[np.float64(-0.07666666666666666)],[1],[0],[0],[1.2046740829973714],['target'],27,0,27,0,44.245485457999166,,,,,,10,44.23250162501063,44.245485457999166,44.245485457999166,0.0272230000118725,45.437227290996816,[np.float64(0.18666666666666668)],[np.float64(-0.07666666666666666)],[1],[0],[0],[1.2046740829973714],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
28,0,28,[np.float64(-0.37)],[np.float64(0.2644444444444444)],[1],[0],[0],[2.005140166002093],['target'],28,0,28,0,45.4592570829991,,,,,,5,45.44944066600874,45.4592570829991,45.4592570829991,0.01204829101334326,47.45465091599908,[np.float64(-0.37)],[np.float64(0.2644444444444444)],[1],[0],[0],[2.005140166002093],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
29,0,29,[np.float64(-0.31333333333333335)],[np.float64(-0.48333333333333334)],[1],[0],[0],[1.9025122080056462],['target'],29,0,29,0,47.480598583002575,,,,,,5,47.4697951660055,47.480598583002575,47.480598583002575,0.014950917000533082,49.3723890830006,[np.float64(-0.31333333333333335)],[np.float64(-0.48333333333333334)],[1],[0],[0],[1.9025122080056462],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
30,0,30,[np.float64(-0.3788888888888889)],[np.float64(-0.3377777777777778)],[1],[0],[0],[1.1032146669895155],['target'],30,0,30,0,49.413922416002606,,,,,,10,49.400921916007064,49.413922416002606,49.413922416002606,0.028338000003714114,50.50418979099777,[np.float64(-0.3788888888888889)],[np.float64(-0.3377777777777778)],[1],[0],[0],[1.1032146669895155],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
31,0,31,[np.float64(0.24555555555555555)],[np.float64(-0.37222222222222223)],[1],[0],[0],[1.7462256250000792],['target'],31,0,31,0,50.53585358300188,,,,,,10,50.52527275000466,50.53585358300188,50.53585358300188,0.02091091699548997,52.271552416001214,[np.float64(0.24555555555555555)],[np.float64(-0.37222222222222223)],[1],[0],[0],[1.7462256250000792],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
32,0,32,[np.float64(0.29555555555555557)],[np.float64(0.4766666666666667)],[1],[0],[0],[1.5377526250085793],['target'],32,0,32,0,52.294337833009195,,,,,,5,52.28421158299898,52.294337833009195,52.294337833009195,0.012490459004766308,53.82205029099714,[np.float64(0.29555555555555557)],[np.float64(0.4766666666666667)],[1],[0],[0],[1.5377526250085793],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
33,0,33,[np.float64(-0.35555555555555557)],[np.float64(-0.35777777777777775)],[1],[0],[0],[1.9164496250014054],['target'],33,0,33,0,53.848140625006636,,,,,,5,53.83798162500898,53.848140625006636,53.848140625006636,0.015730041995993815,55.754506875004154,[np.float64(-0.35555555555555557)],[np.float64(-0.35777777777777775)],[1],[0],[0],[1.9164496250014054],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
34,0,34,[np.float64(0.01888888888888889)],[np.float64(-0.10111111111111111)],[1],[0],[0],[1.3720156670024153],['target'],34,0,34,0,55.79502025000693,,,,,,10,55.781843958000536,55.79502025000693,55.79502025000693,0.02713716599100735,57.153907250001794,[np.float64(0.01888888888888889)],[np.float64(-0.10111111111111111)],[1],[0],[0],[1.3720156670024153],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
35,0,35,[np.float64(0.20222222222222222)],[np.float64(0.26555555555555554)],[1],[0],[0],[1.8632357499882346],['target'],35,0,35,0,57.185219916005735,,,,,,10,57.17465279099997,57.185219916005735,57.185219916005735,0.02059670799644664,59.03794733301038,[np.float64(0.20222222222222222)],[np.float64(0.26555555555555554)],[1],[0],[0],[1.8632357499882346],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
36,0,36,[np.float64(0.0077777777777777776)],[np.float64(0.06111111111111111)],[1],[0],[0],[1.327958124995348],['target'],36,0,36,0,59.070796583007905,,,,,,10,59.05970533299842,59.070796583007905,59.070796583007905,0.021585958005744033,60.387719291000394,[np.float64(0.0077777777777777776)],[np.float64(0.06111111111111111)],[1],[0],[0],[1.327958124995348],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
37,0,37,[np.float64(-0.45444444444444443)],[np.float64(-0.15)],[1],[0],[0],[1.5456321250094334],['target'],37,0,37,0,60.420286958004,,,,,,10,60.409386208004435,60.420286958004,60.420286958004,0.02149650000501424,61.95506479100732,[np.float64(-0.45444444444444443)],[np.float64(-0.15)],[1],[0],[0],[1.5456321250094334],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
38,0,38,[np.float64(0.33666666666666667)],[np.float64(0.2822222222222222)],[1],[0],[0],[2.179093999991892],['target'],38,0,38,0,61.98602579100407,,,,,,10,61.97554033300548,61.98602579100407,61.98602579100407,0.02032270800555125,64.15468370800954,[np.float64(0.33666666666666667)],[np.float64(0.2822222222222222)],[1],[0],[0],[2.179093999991892],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
39,0,39,[np.float64(0.4855555555555556)],[np.float64(0.4888888888888889)],[1],[0],[0],[1.5898740839911625],['target'],39,0,39,0,64.17316325000138,,,,,,5,64.16507312499743,64.17316325000138,64.17316325000138,0.010238165996270254,65.75501558301039,[np.float64(0.4855555555555556)],[np.float64(0.4888888888888889)],[1],[0],[0],[1.5898740839911625],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
40,0,40,[np.float64(0.1622222222222222)],[np.float64(-0.4477777777777778)],[1],[0],[0],[2.3234148750052555],['target'],40,0,40,0,65.79447074999916,,,,,,10,65.78147450000688,65.79447074999916,65.79447074999916,0.026294875002349727,68.10494254100195,[np.float64(0.1622222222222222)],[np.float64(-0.4477777777777778)],[1],[0],[0],[2.3234148750052555],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
41,0,41,[np.float64(-0.08)],[np.float64(-0.0011111111111111111)],[1],[0],[0],[1.5050075830076821],['target'],41,0,41,0,68.12632137500623,,,,,,5,68.11696695799765,68.12632137500623,68.12632137500623,0.011856541997985914,69.62206016600248,[np.float64(-0.08)],[np.float64(-0.0011111111111111111)],[1],[0],[0],[1.5050075830076821],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
42,0,42,[np.float64(0.16555555555555557)],[np.float64(0.3811111111111111)],[1],[0],[0],[1.4184581659937976],['target'],42,0,42,0,69.64738920801028,,,,,,5,69.63711424999929,69.64738920801028,69.64738920801028,0.014852499996777624,71.05565683300665,[np.float64(0.16555555555555557)],[np.float64(0.3811111111111111)],[1],[0],[0],[1.4184581659937976],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
43,0,43,[np.float64(-0.051111111111111114)],[np.float64(0.012222222222222223)],[1],[0],[0],[1.5653570410067914],['target'],43,0,43,0,71.08403537500999,,,,,,5,71.07291720800276,71.08403537500999,71.08403537500999,0.017065000007278286,72.63833054099814,[np.float64(-0.051111111111111114)],[np.float64(0.012222222222222223)],[1],[0],[0],[1.5653570410067914],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
44,0,44,[np.float64(0.38555555555555554)],[np.float64(0.2222222222222222)],[1],[0],[0],[1.7683676670130808],['target'],44,0,44,0,72.66326924999885,,,,,,5,72.65274166601012,72.66326924999885,72.66326924999885,0.014250334003008902,74.42117337499803,[np.float64(0.38555555555555554)],[np.float64(0.2222222222222222)],[1],[0],[0],[1.7683676670130808],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
45,0,45,[np.float64(-0.13666666666666666)],[np.float64(-0.3322222222222222)],[1],[0],[0],[1.5921084159926977],['target'],45,0,45,0,74.45919445800246,,,,,,10,74.4465289159998,74.45919445800246,74.45919445800246,0.025192625005729496,76.03868974999932,[np.float64(-0.13666666666666666)],[np.float64(-0.3322222222222222)],[1],[0],[0],[1.5921084159926977],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
46,0,46,[np.float64(-0.4677777777777778)],[np.float64(0.37555555555555553)],[1],[0],[0],[1.7730790420027915],['target'],46,0,46,0,76.05889658301021,,,,,,5,76.04997066600481,76.05889658301021,76.05889658301021,0.011110958002973348,77.82313375000376,[np.float64(-0.4677777777777778)],[np.float64(0.37555555555555553)],[1],[0],[0],[1.7730790420027915],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
47,0,47,[np.float64(0.4255555555555556)],[np.float64(-0.35888888888888887)],[1],[0],[0],[1.6514439580059843],['target'],47,0,47,0,77.84863562500686,,,,,,5,77.83784012500837,77.84863562500686,77.84863562500686,0.014515749993734062,79.48934895799903,[np.float64(0.4255555555555556)],[np.float64(-0.35888888888888887)],[1],[0],[0],[1.6514439580059843],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
48,0,48,[np.float64(-0.19)],[np.float64(0.20444444444444446)],[1],[0],[0],[1.2901416669919854],['target'],48,0,48,0,79.5276473749982,,,,,,10,79.51457391600707,79.5276473749982,79.5276473749982,0.025062458007596433,80.80475850000221,[np.float64(-0.19)],[np.float64(0.20444444444444446)],[1],[0],[0],[1.2901416669919854],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
49,0,49,[np.float64(-0.06888888888888889)],[np.float64(0.1)],[1],[0],[0],[0.9399105829943437],['target'],49,0,49,0,80.82491308300814,,,,,,5,80.81593116599834,80.82491308300814,80.82491308300814,0.011026457999832928,81.75590975000523,[np.float64(-0.06888888888888889)],[np.float64(0.1)],[1],[0],[0],[0.9399105829943437],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
50,0,50,[np.float64(-0.035555555555555556)],[np.float64(0.3055555555555556)],[1],[0],[0],[1.2855326249991776],['target'],50,0,50,0,81.78109916600806,,,,,,5,81.77035366599739,81.78109916600806,81.78109916600806,0.014284332995885052,83.05594966599892,[np.float64(-0.035555555555555556)],[np.float64(0.3055555555555556)],[1],[0],[0],[1.2855326249991776],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
51,0,51,[np.float64(-0.03777777777777778)],[np.float64(0.23)],[1],[0],[0],[1.0573027080099564],['target'],51,0,51,0,83.09473479099688,,,,,,10,83.08143250001012,83.09473479099688,83.09473479099688,0.025321541994344443,84.1387864999997,[np.float64(-0.03777777777777778)],[np.float64(0.23)],[1],[0],[0],[1.0573027080099564],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
52,0,52,[np.float64(-0.20555555555555555)],[np.float64(-0.44666666666666666)],[1],[0],[0],[1.7058867080049822],['target'],52,0,52,0,84.15990237500228,,,,,,5,84.15070633300638,84.15990237500228,84.15990237500228,0.011754209001082927,85.85666141600814,[np.float64(-0.20555555555555555)],[np.float64(-0.44666666666666666)],[1],[0],[0],[1.7058867080049822],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
53,0,53,[np.float64(-0.12444444444444444)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.7016586660029134],['target'],53,0,53,0,85.88163970800815,,,,,,5,85.87088841600053,85.88163970800815,85.88163970800815,0.014071624987991527,87.57261345800362,[np.float64(-0.12444444444444444)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.7016586660029134],['target'],,,,,001,001,2025-09-28_01h17.17.649,VisualSearch,,2025.1.1,None,2025-09-28 01h17.24.356804 +0530,
