12.2530 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
12.2555 	INFO 	Loaded monitor calibration from ['2025_08_12 00:36']
12.3970 	INFO 	Using renderer 'Apple M1' for graphics
12.3970 	INFO 	OpenGL version supported by driver is 2..
12.4133 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x147672830>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x147672890>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1475db970>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(320.0), np.float64(150.0)], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.4134 	EXP 	window1: backgroundImage = ''
12.4134 	EXP 	window1: backgroundFit = 'none'
12.4369 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4495 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4621 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4749 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4876 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4999 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5124 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5252 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5373 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5504 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
